cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ
SFRT,7plus8C,RW,IM,BOP,VM,SA
SFXD,7plus8I,RW,IM,BOP,VM,SA
SGCR,7plus8K,RW,IM,BOP,VM,SA
SNAF,87plus88,RW,IM,BOP,VM,SA
SMDK,87plus88I,RW,IM,BOP,VM,SA
SDSK,0plus1,RW,IM,BOP,VM,SA
SJUW,68minusS,RW,IM,BOP,VM,SA
SDFI,TminusE,RW,IM,BOP,VM,SA
SHED,TminusOE,RW,IM,BOP,VM,SA
SFAJ,6minusPS,RW,IM,BOP,VM,SA
SMRQ,71minus77,RW,IM,BOP,VM,SA
SIYY,56plus59,RW,IM,BOP,VM,SA
SGIH,792and3,RW,IM,BOP,VM,SA
BQMP,792and3,WW,BAL,BOP,CP,NSA
ENDC,5minus8,WW,BAL,BOP,CP,NSA
BQOT,5plus6,WW,BAL,BOP,CP,NSA
BQMM,7plus8C,WW,BAL,BOP,CP,NSA
BQMN,7plus8I,WW,BAL,BOP,CP,NSA
BQMO,7plus8K,WW,BAL,BOP,CP,NSA
BQOS,0plus1,WW,BAL,BOP,CP,NSA
EPOP,TminusOE,WW,BAL,BOP,CP,NSA
BQMJ,6minusPS,WW,BAL,BOP,CP,NSA
BQOV,7plus8,WW,BAL,BOP,CP,NSA
BQOR,2plus4,WW,BAL,BOP,CP,NSA
BQBF,TminusO,WW,BAL,BOP,CP,NSA
ENJE,792and3,WW,BAL,BOP,CP,SA
ELBJ,5minus8,WW,BAL,BOP,CP,SA
ELBH,5plus6,WW,BAL,BOP,CP,SA
ENJB,7plus8C,WW,BAL,BOP,CP,SA
ENJC,7plus8I,WW,BAL,BOP,CP,SA
ENJD,7plus8K,WW,BAL,BOP,CP,SA
EHCD,84plus85,WW,BAL,BOP,CP,SA
OAJJ,87plus88C,WW,BAL,BOP,CP,SA
OAJL,87plus88K,WW,BAL,BOP,CP,SA
ELBE,0plus1,WW,BAL,BOP,CP,SA
EHBA,04plus08,WW,BAL,BOP,CP,SA
BPAP,TminusOE,WW,BAL,BOP,CP,SA
ENIY,6minusPS,WW,BAL,BOP,CP,SA
EHBX,71minus77,WW,BAL,BOP,CP,SA
EHBO,57plus58,WW,BAL,BOP,CP,SA
ELBI,7plus8,WW,BAL,BOP,CP,SA
ELBF,2plus4,WW,BAL,BOP,CP,SA
EHCE,87plus88,WW,BAL,BOP,CP,SA
OAJK,87plus88I,WW,BAL,BOP,CP,SA
OAEX,68minusS,WW,BAL,BOP,CP,SA
BPBM,TminusE,WW,BAL,BOP,CP,SA
BQKH,TminusO,WW,BAL,BOP,CP,SA
OACZ,56plus59,WW,BAL,BOP,CP,SA
OHBI,5plus6,WW,BAL,BOP,DEF,NSA
OHBK,TminusOE,WW,BAL,BOP,DEF,NSA
OHBJ,7plus8,WW,BAL,BOP,DEF,NSA
OHBG,2plus4,WW,BAL,BOP,DEF,NSA
OHBL,TminusE,WW,BAL,BOP,DEF,NSA
BQKM,TminusO,WW,BAL,BOP,DEF,NSA
OAJT,792and3,WW,EX,OTS,CP,NSA
OAMD,792and3,WW,EX,OTS,CVM,NSA
ELDP,5minus8,WW,EX,OTS,IDEF,NSA
ELDO,7plus8,WW,EX,OTS,IDEF,NSA
ELDM,2plus4,WW,EX,OTS,IDEF,NSA
ELDL,0plus1,WW,EX,OTS,IDEF,NSA
OAOR,792and3,WW,EX,OTS,KQ,NSA
OANJ,56plus59,WW,EX,OTS,KQ,NSA
OAGI,57plus58,WW,EX,OTS,KQ,NSA
OAOK,7plus8C,WW,EX,OTS,KQ,NSA
OAOM,7plus8I,WW,EX,OTS,KQ,NSA
OAON,7plus8K,WW,EX,OTS,KQ,NSA
OAIC,87plus88I,WW,EX,OTS,KQ,NSA
OAGT,68minusS,WW,EX,OTS,KQ,NSA
OAPA,TminusO,WW,EX,OTS,KQ,NSA
OAMW,6minusPS,WW,EX,OTS,KQ,NSA
OAOY,5minus8,WW,EX,OTS,KQ,NSA
OAOE,5plus6,WW,EX,OTS,KQ,NSA
OAOV,7plus8,WW,EX,OTS,KQ,NSA
OANX,2plus4,WW,EX,OTS,KQ,NSA
OAIB,87plus88C,WW,EX,OTS,KQ,NSA
OAID,87plus88K,WW,EX,OTS,KQ,NSA
OANW,0plus1,WW,EX,OTS,KQ,NSA
ORSM,04plus08,WW,EX,OTS,KQ,NSA
OAOZ,TminusOE,WW,EX,OTS,KQ,NSA
OAOO,71minus77,WW,EX,OTS,KQ,NSA
ELDH,5minus8,WW,EX,OTS,VM,NSA
ELDG,7plus8,WW,EX,OTS,VM,NSA
ELDE,2plus4,WW,EX,OTS,VM,NSA
ELDD,0plus1,WW,EX,OTS,VM,NSA
IHEJ,57plus58,WW,EX,BOP,CP,NSA
BQMX,5plus6,WW,EX,BOP,CP,NSA
IHZW,87plus88,WW,EX,BOP,CP,NSA
IHPD,87plus88I,WW,EX,BOP,CP,NSA
IHJO,68minusS,WW,EX,BOP,CP,NSA
BOPV,TminusOE,WW,EX,BOP,CP,NSA
IHEN,56plus59,WW,EX,BOP,CP,NSA
BQOI,792and3,WW,EX,BOP,CP,NSA
BOPS,5minus8,WW,EX,BOP,CP,NSA
BQMQ,7plus8,WW,EX,BOP,CP,NSA
BQOF,7plus8C,WW,EX,BOP,CP,NSA
BQOG,7plus8I,WW,EX,BOP,CP,NSA
ELBK,2plus4,WW,EX,BOP,CP,NSA
BQOH,7plus8K,WW,EX,BOP,CP,NSA
IHZU,84plus85,WW,EX,BOP,CP,NSA
IHOO,87plus88C,WW,EX,BOP,CP,NSA
IHPR,87plus88K,WW,EX,BOP,CP,NSA
BQMV,0plus1,WW,EX,BOP,CP,NSA
IHPV,04plus08,WW,EX,BOP,CP,NSA
BOPT,TminusE,WW,EX,BOP,CP,NSA
BOKK,TminusO,WW,EX,BOP,CP,NSA
BQOC,6minusPS,WW,EX,BOP,CP,NSA
IHZO,71minus77,WW,EX,BOP,CP,NSA
BQQA,57plus58,WW,EX,BOP,CP,SA
BOPO,5plus6,WW,EX,BOP,CP,SA
BQQQ,87plus88,WW,EX,BOP,CP,SA
OKDO,87plus88I,WW,EX,BOP,CP,SA
OKCZ,68minusS,WW,EX,BOP,CP,SA
BPBL,TminusOE,WW,EX,BOP,CP,SA
OKCU,56plus59,WW,EX,BOP,CP,SA
ENDN,792and3,WW,EX,BOP,CP,SA
BPAN,5minus8,WW,EX,BOP,CP,SA
BOPP,7plus8,WW,EX,BOP,CP,SA
ENDK,7plus8C,WW,EX,BOP,CP,SA
ENDL,7plus8I,WW,EX,BOP,CP,SA
BOPM,2plus4,WW,EX,BOP,CP,SA
ENDM,7plus8K,WW,EX,BOP,CP,SA
BQQP,84plus85,WW,EX,BOP,CP,SA
OKDG,87plus88C,WW,EX,BOP,CP,SA
OKDU,87plus88K,WW,EX,BOP,CP,SA
BOPL,0plus1,WW,EX,BOP,CP,SA
BQMT,04plus08,WW,EX,BOP,CP,SA
BPAO,TminusE,WW,EX,BOP,CP,SA
ELBM,TminusO,WW,EX,BOP,CP,SA
ENDH,6minusPS,WW,EX,BOP,CP,SA
BQQJ,71minus77,WW,EX,BOP,CP,SA
IIGQ,57plus58,WW,EX,BOP,CVM,NSA
BOWD,5plus6,WW,EX,BOP,CVM,NSA
IIHY,87plus88,WW,EX,BOP,CVM,NSA
IIEU,87plus88I,WW,EX,BOP,CVM,NSA
IIDO,68minusS,WW,EX,BOP,CVM,NSA
BOWV,TminusOE,WW,EX,BOP,CVM,NSA
IIDC,56plus59,WW,EX,BOP,CVM,NSA
ENER,792and3,WW,EX,BOP,CVM,NSA
BOWS,5minus8,WW,EX,BOP,CVM,NSA
BOWE,7plus8,WW,EX,BOP,CVM,NSA
ENEO,7plus8C,WW,EX,BOP,CVM,NSA
ENEP,7plus8I,WW,EX,BOP,CVM,NSA
BOWB,2plus4,WW,EX,BOP,CVM,NSA
ENEQ,7plus8K,WW,EX,BOP,CVM,NSA
IIHW,84plus85,WW,EX,BOP,CVM,NSA
IIES,87plus88C,WW,EX,BOP,CVM,NSA
IIEW,87plus88K,WW,EX,BOP,CVM,NSA
BOWA,0plus1,WW,EX,BOP,CVM,NSA
IIHK,04plus08,WW,EX,BOP,CVM,NSA
BOWT,TminusE,WW,EX,BOP,CVM,NSA
BQAM,TminusO,WW,EX,BOP,CVM,NSA
ENEL,6minusPS,WW,EX,BOP,CVM,NSA
IIHQ,71minus77,WW,EX,BOP,CVM,NSA
OEPQ,57plus58,WW,EX,BOP,CVM,SA
BOXD,5plus6,WW,EX,BOP,CVM,SA
OGSG,87plus88,WW,EX,BOP,CVM,SA
OKQY,87plus88I,WW,EX,BOP,CVM,SA
OKQJ,68minusS,WW,EX,BOP,CVM,SA
BOXV,TminusOE,WW,EX,BOP,CVM,SA
OKQE,56plus59,WW,EX,BOP,CVM,SA
ENEJ,792and3,WW,EX,BOP,CVM,SA
BOXS,5minus8,WW,EX,BOP,CVM,SA
BOXE,7plus8,WW,EX,BOP,CVM,SA
ENEG,7plus8C,WW,EX,BOP,CVM,SA
ENEH,7plus8I,WW,EX,BOP,CVM,SA
BOXB,2plus4,WW,EX,BOP,CVM,SA
ENEI,7plus8K,WW,EX,BOP,CVM,SA
OGSF,84plus85,WW,EX,BOP,CVM,SA
OKQQ,87plus88C,WW,EX,BOP,CVM,SA
OKRE,87plus88K,WW,EX,BOP,CVM,SA
BOXA,0plus1,WW,EX,BOP,CVM,SA
OEAL,04plus08,WW,EX,BOP,CVM,SA
BOXT,TminusE,WW,EX,BOP,CVM,SA
BQAN,TminusO,WW,EX,BOP,CVM,SA
ENDX,6minusPS,WW,EX,BOP,CVM,SA
OGRO,71minus77,WW,EX,BOP,CVM,SA
OMEJ,56plus59,WW,EX,BOP,DEF,NSA
EHFI,57plus58,WW,EX,BOP,DEF,NSA
BQAA,5plus6,WW,EX,BOP,DEF,NSA
EHFY,87plus88,WW,EX,BOP,DEF,NSA
OMFD,87plus88I,WW,EX,BOP,DEF,NSA
OMEO,68minusS,WW,EX,BOP,DEF,NSA
BQAK,TminusOE,WW,EX,BOP,DEF,NSA
BQLP,792and3,WW,EX,BOP,DEF,NSA
BQAI,5minus8,WW,EX,BOP,DEF,NSA
BQAB,7plus8,WW,EX,BOP,DEF,NSA
BQLM,7plus8C,WW,EX,BOP,DEF,NSA
BQLN,7plus8I,WW,EX,BOP,DEF,NSA
BPAW,2plus4,WW,EX,BOP,DEF,NSA
BQLO,7plus8K,WW,EX,BOP,DEF,NSA
EHFX,84plus85,WW,EX,BOP,DEF,NSA
OMEV,87plus88C,WW,EX,BOP,DEF,NSA
OMFJ,87plus88K,WW,EX,BOP,DEF,NSA
BPAI,0plus1,WW,EX,BOP,DEF,NSA
EHEW,04plus08,WW,EX,BOP,DEF,NSA
BQAJ,TminusE,WW,EX,BOP,DEF,NSA
BQKK,TminusO,WW,EX,BOP,DEF,NSA
BQLK,6minusPS,WW,EX,BOP,DEF,NSA
EHFR,71minus77,WW,EX,BOP,DEF,NSA
BOUD,5plus6,WW,EX,BOP,IDEF,NSA
BOUV,TminusOE,WW,EX,BOP,IDEF,NSA
ENFR,792and3,WW,EX,BOP,IDEF,NSA
BOUS,5minus8,WW,EX,BOP,IDEF,NSA
BOUE,7plus8,WW,EX,BOP,IDEF,NSA
ENFO,7plus8C,WW,EX,BOP,IDEF,NSA
ENFP,7plus8I,WW,EX,BOP,IDEF,NSA
ENFQ,7plus8K,WW,EX,BOP,IDEF,NSA
BOUB,2plus4,WW,EX,BOP,IDEF,NSA
BOUA,0plus1,WW,EX,BOP,IDEF,NSA
BOUT,TminusE,WW,EX,BOP,IDEF,NSA
BQNC,TminusO,WW,EX,BOP,IDEF,NSA
ENFL,6minusPS,WW,EX,BOP,IDEF,NSA
BOVD,5plus6,WW,EX,BOP,IDEF,SA
BOVV,TminusOE,WW,EX,BOP,IDEF,SA
ENFJ,792and3,WW,EX,BOP,IDEF,SA
BOVS,5minus8,WW,EX,BOP,IDEF,SA
BOVE,7plus8,WW,EX,BOP,IDEF,SA
ENFG,7plus8C,WW,EX,BOP,IDEF,SA
ENFH,7plus8I,WW,EX,BOP,IDEF,SA
BOVB,2plus4,WW,EX,BOP,IDEF,SA
ENFI,7plus8K,WW,EX,BOP,IDEF,SA
BOVA,0plus1,WW,EX,BOP,IDEF,SA
BOVT,TminusE,WW,EX,BOP,IDEF,SA
BOVU,TminusO,WW,EX,BOP,IDEF,SA
ENFD,6minusPS,WW,EX,BOP,IDEF,SA
BQPR,5plus6,WW,EX,BOP,VM,NSA
BORV,TminusOE,WW,EX,BOP,VM,NSA
BQLI,792and3,WW,EX,BOP,VM,NSA
BORS,5minus8,WW,EX,BOP,VM,NSA
BQPS,7plus8,WW,EX,BOP,VM,NSA
BQLF,7plus8C,WW,EX,BOP,VM,NSA
BQLG,7plus8I,WW,EX,BOP,VM,NSA
BQLH,7plus8K,WW,EX,BOP,VM,NSA
BQPQ,2plus4,WW,EX,BOP,VM,NSA
BQPP,0plus1,WW,EX,BOP,VM,NSA
BQKG,TminusE,WW,EX,BOP,VM,NSA
BPBO,TminusO,WW,EX,BOP,VM,NSA
BQLC,6minusPS,WW,EX,BOP,VM,NSA
BAHA,5plus6,WW,EX,BOP,VM,SA
EHDJ,84plus85,WW,EX,BOP,VM,SA
OLRK,87plus88C,WW,EX,BOP,VM,SA
OLRY,87plus88K,WW,EX,BOP,VM,SA
EHCI,04plus08,WW,EX,BOP,VM,SA
BOMA,TminusOE,WW,EX,BOP,VM,SA
EHDD,71minus77,WW,EX,BOP,VM,SA
ENEZ,792and3,WW,EX,BOP,VM,SA
OLQY,56plus59,WW,EX,BOP,VM,SA
EHCU,57plus58,WW,EX,BOP,VM,SA
BOGT,5minus8,WW,EX,BOP,VM,SA
BAHY,7plus8,WW,EX,BOP,VM,SA
ENEW,7plus8C,WW,EX,BOP,VM,SA
ENEX,7plus8I,WW,EX,BOP,VM,SA
ENEY,7plus8K,WW,EX,BOP,VM,SA
BAFB,2plus4,WW,EX,BOP,VM,SA
EHDK,87plus88,WW,EX,BOP,VM,SA
OLRS,87plus88I,WW,EX,BOP,VM,SA
BPEM,0plus1,WW,EX,BOP,VM,SA
OLRD,68minusS,WW,EX,BOP,VM,SA
BOGU,TminusE,WW,EX,BOP,VM,SA
BQKI,TminusO,WW,EX,BOP,VM,SA
ENET,6minusPS,WW,EX,BOP,VM,SA
OCJT,792and3,WW,IM,OTS,CP,NSA
OCMD,792and3,WW,IM,OTS,CVM,NSA
ELEF,5minus8,WW,IM,OTS,IDEF,NSA
ELEE,7plus8,WW,IM,OTS,IDEF,NSA
ELEC,2plus4,WW,IM,OTS,IDEF,NSA
ELEB,0plus1,WW,IM,OTS,IDEF,NSA
OCOR,792and3,WW,IM,OTS,KQ,NSA
OCOK,7plus8C,WW,IM,OTS,KQ,NSA
OCOM,7plus8I,WW,IM,OTS,KQ,NSA
OCON,7plus8K,WW,IM,OTS,KQ,NSA
OCIB,87plus88C,WW,IM,OTS,KQ,NSA
OCID,87plus88K,WW,IM,OTS,KQ,NSA
OBTG,04plus08,WW,IM,OTS,KQ,NSA
OCPA,TminusO,WW,IM,OTS,KQ,NSA
OCMW,6minusPS,WW,IM,OTS,KQ,NSA
OCOO,71minus77,WW,IM,OTS,KQ,NSA
OCNJ,56plus59,WW,IM,OTS,KQ,NSA
OCGI,57plus58,WW,IM,OTS,KQ,NSA
OCOY,5minus8,WW,IM,OTS,KQ,NSA
OCOE,5plus6,WW,IM,OTS,KQ,NSA
OCOV,7plus8,WW,IM,OTS,KQ,NSA
OCNX,2plus4,WW,IM,OTS,KQ,NSA
OCIC,87plus88I,WW,IM,OTS,KQ,NSA
OCNW,0plus1,WW,IM,OTS,KQ,NSA
OCGT,68minusS,WW,IM,OTS,KQ,NSA
OCPB,TminusE,WW,IM,OTS,KQ,NSA
OCOZ,TminusOE,WW,IM,OTS,KQ,NSA
ELDX,5minus8,WW,IM,OTS,VM,NSA
ELDW,7plus8,WW,IM,OTS,VM,NSA
ELDU,2plus4,WW,IM,OTS,VM,NSA
ELDT,0plus1,WW,IM,OTS,VM,NSA
BQMR,5plus6,WW,IM,BOP,CP,NSA
IHZX,87plus88,WW,IM,BOP,CP,NSA
IHOQ,87plus88C,WW,IM,BOP,CP,NSA
IHPT,87plus88K,WW,IM,BOP,CP,NSA
IHSH,04plus08,WW,IM,BOP,CP,NSA
BPAT,TminusE,WW,IM,BOP,CP,NSA
BPAV,TminusOE,WW,IM,BOP,CP,NSA
IHZP,71minus77,WW,IM,BOP,CP,NSA
IHEV,56plus59,WW,IM,BOP,CP,NSA
BQOQ,792and3,WW,IM,BOP,CP,NSA
IHEL,57plus58,WW,IM,BOP,CP,NSA
BPAS,5minus8,WW,IM,BOP,CP,NSA
BQMY,7plus8,WW,IM,BOP,CP,NSA
BQON,7plus8C,WW,IM,BOP,CP,NSA
BQOO,7plus8I,WW,IM,BOP,CP,NSA
BQOP,7plus8K,WW,IM,BOP,CP,NSA
BQNA,2plus4,WW,IM,BOP,CP,NSA
IHZV,84plus85,WW,IM,BOP,CP,NSA
IHPP,87plus88I,WW,IM,BOP,CP,NSA
BQMW,0plus1,WW,IM,BOP,CP,NSA
IHJP,68minusS,WW,IM,BOP,CP,NSA
BQAP,TminusO,WW,IM,BOP,CP,NSA
BQOK,6minusPS,WW,IM,BOP,CP,NSA
BQAU,5plus6,WW,IM,BOP,CP,SA
EHAW,87plus88,WW,IM,BOP,CP,SA
OKES,87plus88C,WW,IM,BOP,CP,SA
OKFG,87plus88K,WW,IM,BOP,CP,SA
BQQU,04plus08,WW,IM,BOP,CP,SA
BQBE,TminusE,WW,IM,BOP,CP,SA
BQBG,TminusOE,WW,IM,BOP,CP,SA
EHAP,71minus77,WW,IM,BOP,CP,SA
ENGH,792and3,WW,IM,BOP,CP,SA
OKEG,56plus59,WW,IM,BOP,CP,SA
EHAG,57plus58,WW,IM,BOP,CP,SA
BQBD,5minus8,WW,IM,BOP,CP,SA
BQAV,7plus8,WW,IM,BOP,CP,SA
ENGE,7plus8C,WW,IM,BOP,CP,SA
ENGF,7plus8I,WW,IM,BOP,CP,SA
ENGG,7plus8K,WW,IM,BOP,CP,SA
BQAS,2plus4,WW,IM,BOP,CP,SA
EHAV,84plus85,WW,IM,BOP,CP,SA
OKFA,87plus88I,WW,IM,BOP,CP,SA
BQAR,0plus1,WW,IM,BOP,CP,SA
OKEL,68minusS,WW,IM,BOP,CP,SA
ENXP,TminusO,WW,IM,BOP,CP,SA
ENGB,6minusPS,WW,IM,BOP,CP,SA
BPHD,5plus6,WW,IM,BOP,CVM,NSA
IIHZ,87plus88,WW,IM,BOP,CVM,NSA
IIET,87plus88C,WW,IM,BOP,CVM,NSA
IIEX,87plus88K,WW,IM,BOP,CVM,NSA
IIHL,04plus08,WW,IM,BOP,CVM,NSA
BPHT,TminusE,WW,IM,BOP,CVM,NSA
BPHV,TminusOE,WW,IM,BOP,CVM,NSA
IIHR,71minus77,WW,IM,BOP,CVM,NSA
IIDD,56plus59,WW,IM,BOP,CVM,NSA
ENHF,792and3,WW,IM,BOP,CVM,NSA
IIGR,57plus58,WW,IM,BOP,CVM,NSA
BPHS,5minus8,WW,IM,BOP,CVM,NSA
BPHE,7plus8,WW,IM,BOP,CVM,NSA
ENHC,7plus8C,WW,IM,BOP,CVM,NSA
ENHD,7plus8I,WW,IM,BOP,CVM,NSA
ENHE,7plus8K,WW,IM,BOP,CVM,NSA
BPHB,2plus4,WW,IM,BOP,CVM,NSA
IIHX,84plus85,WW,IM,BOP,CVM,NSA
IIEV,87plus88I,WW,IM,BOP,CVM,NSA
BPHA,0plus1,WW,IM,BOP,CVM,NSA
IIDP,68minusS,WW,IM,BOP,CVM,NSA
ELBC,TminusO,WW,IM,BOP,CVM,NSA
ENGZ,6minusPS,WW,IM,BOP,CVM,NSA
BPID,5plus6,WW,IM,BOP,CVM,SA
OGTO,87plus88,WW,IM,BOP,CVM,SA
OKSC,87plus88C,WW,IM,BOP,CVM,SA
OKSR,87plus88K,WW,IM,BOP,CVM,SA
OGSK,04plus08,WW,IM,BOP,CVM,SA
BPIT,TminusE,WW,IM,BOP,CVM,SA
BPIV,TminusOE,WW,IM,BOP,CVM,SA
OGTH,71minus77,WW,IM,BOP,CVM,SA
OKRQ,56plus59,WW,IM,BOP,CVM,SA
ENGX,792and3,WW,IM,BOP,CVM,SA
OGSY,57plus58,WW,IM,BOP,CVM,SA
BPIS,5minus8,WW,IM,BOP,CVM,SA
BPIE,7plus8,WW,IM,BOP,CVM,SA
ENGU,7plus8C,WW,IM,BOP,CVM,SA
ENGV,7plus8I,WW,IM,BOP,CVM,SA
ENGW,7plus8K,WW,IM,BOP,CVM,SA
BPIB,2plus4,WW,IM,BOP,CVM,SA
OGTN,84plus85,WW,IM,BOP,CVM,SA
OKSK,87plus88I,WW,IM,BOP,CVM,SA
BPIA,0plus1,WW,IM,BOP,CVM,SA
OKRV,68minusS,WW,IM,BOP,CVM,SA
ELBD,TminusO,WW,IM,BOP,CVM,SA
ENGR,6minusPS,WW,IM,BOP,CVM,SA
ELAQ,5plus6,WW,IM,BOP,DEF,NSA
EHHG,87plus88,WW,IM,BOP,DEF,NSA
OMGQ,87plus88C,WW,IM,BOP,DEF,NSA
OMHE,87plus88K,WW,IM,BOP,DEF,NSA
EHGC,04plus08,WW,IM,BOP,DEF,NSA
ELAZ,TminusE,WW,IM,BOP,DEF,NSA
ELBA,TminusOE,WW,IM,BOP,DEF,NSA
EHGZ,71minus77,WW,IM,BOP,DEF,NSA
BQMF,792and3,WW,IM,BOP,DEF,NSA
OMFW,56plus59,WW,IM,BOP,DEF,NSA
EHGQ,57plus58,WW,IM,BOP,DEF,NSA
ELAY,5minus8,WW,IM,BOP,DEF,NSA
ELAR,7plus8,WW,IM,BOP,DEF,NSA
BQMC,7plus8C,WW,IM,BOP,DEF,NSA
BQMD,7plus8I,WW,IM,BOP,DEF,NSA
BQME,7plus8K,WW,IM,BOP,DEF,NSA
ELAO,2plus4,WW,IM,BOP,DEF,NSA
EHHF,84plus85,WW,IM,BOP,DEF,NSA
OMGY,87plus88I,WW,IM,BOP,DEF,NSA
ELAN,0plus1,WW,IM,BOP,DEF,NSA
OMGJ,68minusS,WW,IM,BOP,DEF,NSA
BQKL,TminusO,WW,IM,BOP,DEF,NSA
BQLZ,6minusPS,WW,IM,BOP,DEF,NSA
BPFD,5plus6,WW,IM,BOP,IDEF,NSA
BPFT,TminusE,WW,IM,BOP,IDEF,NSA
BPFV,TminusOE,WW,IM,BOP,IDEF,NSA
ENIL,792and3,WW,IM,BOP,IDEF,NSA
BPFS,5minus8,WW,IM,BOP,IDEF,NSA
BPFE,7plus8,WW,IM,BOP,IDEF,NSA
ENII,7plus8C,WW,IM,BOP,IDEF,NSA
ENIJ,7plus8I,WW,IM,BOP,IDEF,NSA
ENIK,7plus8K,WW,IM,BOP,IDEF,NSA
BPFB,2plus4,WW,IM,BOP,IDEF,NSA
BPFA,0plus1,WW,IM,BOP,IDEF,NSA
BQND,TminusO,WW,IM,BOP,IDEF,NSA
ENIF,6minusPS,WW,IM,BOP,IDEF,NSA
BPGD,5plus6,WW,IM,BOP,IDEF,SA
BPGT,TminusE,WW,IM,BOP,IDEF,SA
BPGV,TminusOE,WW,IM,BOP,IDEF,SA
ENID,792and3,WW,IM,BOP,IDEF,SA
BPGS,5minus8,WW,IM,BOP,IDEF,SA
BPGE,7plus8,WW,IM,BOP,IDEF,SA
ENIA,7plus8C,WW,IM,BOP,IDEF,SA
ENIB,7plus8I,WW,IM,BOP,IDEF,SA
ENIC,7plus8K,WW,IM,BOP,IDEF,SA
BPGB,2plus4,WW,IM,BOP,IDEF,SA
BPGA,0plus1,WW,IM,BOP,IDEF,SA
BPGU,TminusO,WW,IM,BOP,IDEF,SA
ENHX,6minusPS,WW,IM,BOP,IDEF,SA
BQPY,5plus6,WW,IM,BOP,VM,NSA
BPCT,TminusE,WW,IM,BOP,VM,NSA
BPCV,TminusOE,WW,IM,BOP,VM,NSA
BQLX,792and3,WW,IM,BOP,VM,NSA
BPCS,5minus8,WW,IM,BOP,VM,NSA
BQPZ,7plus8,WW,IM,BOP,VM,NSA
BQLU,7plus8C,WW,IM,BOP,VM,NSA
BQLV,7plus8I,WW,IM,BOP,VM,NSA
BQLW,7plus8K,WW,IM,BOP,VM,NSA
BQPU,2plus4,WW,IM,BOP,VM,NSA
BQPT,0plus1,WW,IM,BOP,VM,NSA
BQBI,TminusO,WW,IM,BOP,VM,NSA
BQLR,6minusPS,WW,IM,BOP,VM,NSA
OLSK,56plus59,WW,IM,BOP,VM,SA
EHEC,57plus58,WW,IM,BOP,VM,SA
BQBN,5plus6,WW,IM,BOP,VM,SA
EHER,84plus85,WW,IM,BOP,VM,SA
OLTF,87plus88I,WW,IM,BOP,VM,SA
OLSP,68minusS,WW,IM,BOP,VM,SA
ELAK,TminusE,WW,IM,BOP,VM,SA
ELAL,TminusOE,WW,IM,BOP,VM,SA
ENHN,792and3,WW,IM,BOP,VM,SA
ELAJ,5minus8,WW,IM,BOP,VM,SA
ELAB,7plus8,WW,IM,BOP,VM,SA
ENHK,7plus8C,WW,IM,BOP,VM,SA
ENHL,7plus8I,WW,IM,BOP,VM,SA
ENHM,7plus8K,WW,IM,BOP,VM,SA
BQBL,2plus4,WW,IM,BOP,VM,SA
EHES,87plus88,WW,IM,BOP,VM,SA
OLSX,87plus88C,WW,IM,BOP,VM,SA
OLTL,87plus88K,WW,IM,BOP,VM,SA
BQBK,0plus1,WW,IM,BOP,VM,SA
EHDO,04plus08,WW,IM,BOP,VM,SA
BQKJ,TminusO,WW,IM,BOP,VM,SA
ENHH,6minusPS,WW,IM,BOP,VM,SA
EHEL,71minus77,WW,IM,BOP,VM,SA
L87P,T,EU,BAL,BOP,CP,NSA
L87Q,T,EU,BAL,BOP,CP,SA
LGDR,T,EU,BAL,BOP,DEF,NSA
LGCU,T,EU,EX,OTS,CP,NSA
LGCX,T,EU,EX,OTS,CVM,NSA
LGCW,T,EU,EX,OTS,KQ,NSA
L87R,T,EU,EX,BOP,CP,NSA
L87S,T,EU,EX,BOP,CP,SA
LGCM,T,EU,EX,BOP,CVM,NSA
LGCN,T,EU,EX,BOP,CVM,SA
LGCR,T,EU,EX,BOP,DEF,NSA
LGCH,T,EU,EX,BOP,IDEF,NSA
LGCI,T,EU,EX,BOP,IDEF,SA
LGCS,T,EU,EX,BOP,VM,NSA
LGCT,T,EU,EX,BOP,VM,SA
LGDM,T,EU,IM,OTS,CP,NSA
LGDP,T,EU,IM,OTS,CVM,NSA
LGDO,T,EU,IM,OTS,KQ,NSA
L87T,T,EU,IM,BOP,CP,NSA
L87U,T,EU,IM,BOP,CP,SA
LGDE,T,EU,IM,BOP,CVM,NSA
LGDF,T,EU,IM,BOP,CVM,SA
LGDJ,T,EU,IM,BOP,DEF,NSA
LGCZ,T,EU,IM,BOP,IDEF,NSA
LGDA,T,EU,IM,BOP,IDEF,SA
LGDK,T,EU,IM,BOP,VM,NSA
LGDL,T,EU,IM,BOP,VM,SA
L87J,T,RW,BAL,BOP,CP,NSA
L87K,T,RW,BAL,BOP,CP,SA
LGFH,T,RW,BAL,BOP,DEF,NSA
LGEI,T,RW,EX,OTS,CP,NSA
LGEL,T,RW,EX,OTS,CVM,NSA
LGEK,T,RW,EX,OTS,KQ,NSA
L87L,T,RW,EX,BOP,CP,NSA
L87M,T,RW,EX,BOP,CP,SA
LGEA,T,RW,EX,BOP,CVM,NSA
LGEB,T,RW,EX,BOP,CVM,SA
LGEF,T,RW,EX,BOP,DEF,NSA
LGDV,T,RW,EX,BOP,IDEF,NSA
LGDW,T,RW,EX,BOP,IDEF,SA
