cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ,PERIOD
OGTH,71minus77,WW,IM,BOP,CVM,SA,Q
OKRQ,56plus59,WW,IM,BOP,CVM,SA,Q
ENGX,792and3,WW,IM,BOP,CVM,SA,Q
OGSY,57plus58,WW,IM,BOP,CVM,SA,Q
BPID,5plus6,WW,IM,BOP,CVM,SA,Q
BPIE,7plus8,WW,IM,BOP,CVM,SA,Q
ENGU,7plus8C,WW,IM,BOP,CVM,SA,Q
ENGV,7plus8I,WW,IM,BOP,CVM,SA,Q
ENGW,7plus8K,WW,IM,BOP,CVM,SA,Q
BPIB,2plus4,WW,IM,BOP,CVM,SA,Q
OGTN,84plus85,WW,IM,BOP,CVM,SA,Q
OKSK,87plus88I,WW,IM,BOP,CVM,SA,Q
BPIA,0plus1,WW,IM,BOP,CVM,SA,Q
OKRV,68minusS,WW,IM,BOP,CVM,SA,Q
ELBD,TminusO,WW,IM,BOP,CVM,SA,Q
ENGR,6minusPS,WW,IM,BOP,CVM,SA,Q
ELAY,5minus8,WW,IM,BOP,DEF,NSA,Q
EHHG,87plus88,WW,IM,BOP,DEF,NSA,Q
OMGQ,87plus88C,WW,IM,BOP,DEF,NSA,Q
OMHE,87plus88K,WW,IM,BOP,DEF,NSA,Q
EHGC,04plus08,WW,IM,BOP,DEF,NSA,Q
ELAZ,TminusE,WW,IM,BOP,DEF,NSA,Q
ELBA,TminusOE,WW,IM,BOP,DEF,NSA,Q
EHGZ,71minus77,WW,IM,BOP,DEF,NSA,Q
BQMF,792and3,WW,IM,BOP,DEF,NSA,Q
OMFW,56plus59,WW,IM,BOP,DEF,NSA,Q
EHGQ,57plus58,WW,IM,BOP,DEF,NSA,Q
ELAQ,5plus6,WW,IM,BOP,DEF,NSA,Q
ELAR,7plus8,WW,IM,BOP,DEF,NSA,Q
BQMC,7plus8C,WW,IM,BOP,DEF,NSA,Q
BQMD,7plus8I,WW,IM,BOP,DEF,NSA,Q
BQME,7plus8K,WW,IM,BOP,DEF,NSA,Q
ELAO,2plus4,WW,IM,BOP,DEF,NSA,Q
EHHF,84plus85,WW,IM,BOP,DEF,NSA,Q
OMGY,87plus88I,WW,IM,BOP,DEF,NSA,Q
ELAN,0plus1,WW,IM,BOP,DEF,NSA,Q
OMGJ,68minusS,WW,IM,BOP,DEF,NSA,Q
BQKL,TminusO,WW,IM,BOP,DEF,NSA,Q
BQLZ,6minusPS,WW,IM,BOP,DEF,NSA,Q
BPFS,5minus8,WW,IM,BOP,IDEF,NSA,Q
BPFT,TminusE,WW,IM,BOP,IDEF,NSA,Q
BPFV,TminusOE,WW,IM,BOP,IDEF,NSA,Q
ENIL,792and3,WW,IM,BOP,IDEF,NSA,Q
BPFD,5plus6,WW,IM,BOP,IDEF,NSA,Q
BPFE,7plus8,WW,IM,BOP,IDEF,NSA,Q
ENII,7plus8C,WW,IM,BOP,IDEF,NSA,Q
ENIJ,7plus8I,WW,IM,BOP,IDEF,NSA,Q
ENIK,7plus8K,WW,IM,BOP,IDEF,NSA,Q
BPFB,2plus4,WW,IM,BOP,IDEF,NSA,Q
BPFA,0plus1,WW,IM,BOP,IDEF,NSA,Q
BQND,TminusO,WW,IM,BOP,IDEF,NSA,Q
ENIF,6minusPS,WW,IM,BOP,IDEF,NSA,Q
BPGS,5minus8,WW,IM,BOP,IDEF,SA,Q
BPGT,TminusE,WW,IM,BOP,IDEF,SA,Q
BPGV,TminusOE,WW,IM,BOP,IDEF,SA,Q
ENID,792and3,WW,IM,BOP,IDEF,SA,Q
BPGD,5plus6,WW,IM,BOP,IDEF,SA,Q
BPGE,7plus8,WW,IM,BOP,IDEF,SA,Q
ENIA,7plus8C,WW,IM,BOP,IDEF,SA,Q
ENIB,7plus8I,WW,IM,BOP,IDEF,SA,Q
ENIC,7plus8K,WW,IM,BOP,IDEF,SA,Q
BPGB,2plus4,WW,IM,BOP,IDEF,SA,Q
BPGA,0plus1,WW,IM,BOP,IDEF,SA,Q
BPGU,TminusO,WW,IM,BOP,IDEF,SA,Q
ENHX,6minusPS,WW,IM,BOP,IDEF,SA,Q
BPCS,5minus8,WW,IM,BOP,VM,NSA,Q
BPCT,TminusE,WW,IM,BOP,VM,NSA,Q
BPCV,TminusOE,WW,IM,BOP,VM,NSA,Q
BQLX,792and3,WW,IM,BOP,VM,NSA,Q
BQPY,5plus6,WW,IM,BOP,VM,NSA,Q
BQPZ,7plus8,WW,IM,BOP,VM,NSA,Q
BQLU,7plus8C,WW,IM,BOP,VM,NSA,Q
BQLV,7plus8I,WW,IM,BOP,VM,NSA,Q
BQLW,7plus8K,WW,IM,BOP,VM,NSA,Q
BQPU,2plus4,WW,IM,BOP,VM,NSA,Q
BQPT,0plus1,WW,IM,BOP,VM,NSA,Q
BQBI,TminusO,WW,IM,BOP,VM,NSA,Q
BQLR,6minusPS,WW,IM,BOP,VM,NSA,Q
OLSK,56plus59,WW,IM,BOP,VM,SA,Q
EHEC,57plus58,WW,IM,BOP,VM,SA,Q
ELAJ,5minus8,WW,IM,BOP,VM,SA,Q
EHER,84plus85,WW,IM,BOP,VM,SA,Q
OLTF,87plus88I,WW,IM,BOP,VM,SA,Q
OLSP,68minusS,WW,IM,BOP,VM,SA,Q
ELAK,TminusE,WW,IM,BOP,VM,SA,Q
ELAL,TminusOE,WW,IM,BOP,VM,SA,Q
ENHN,792and3,WW,IM,BOP,VM,SA,Q
BQBN,5plus6,WW,IM,BOP,VM,SA,Q
ELAB,7plus8,WW,IM,BOP,VM,SA,Q
ENHK,7plus8C,WW,IM,BOP,VM,SA,Q
ENHL,7plus8I,WW,IM,BOP,VM,SA,Q
ENHM,7plus8K,WW,IM,BOP,VM,SA,Q
BQBL,2plus4,WW,IM,BOP,VM,SA,Q
EHES,87plus88,WW,IM,BOP,VM,SA,Q
OLSX,87plus88C,WW,IM,BOP,VM,SA,Q
OLTL,87plus88K,WW,IM,BOP,VM,SA,Q
BQBK,0plus1,WW,IM,BOP,VM,SA,Q
EHDO,04plus08,WW,IM,BOP,VM,SA,Q
BQKJ,TminusO,WW,IM,BOP,VM,SA,Q
ENHH,6minusPS,WW,IM,BOP,VM,SA,Q
EHEL,71minus77,WW,IM,BOP,VM,SA,Q
L87P,T,EU,BAL,BOP,CP,NSA,Q
L87Q,T,EU,BAL,BOP,CP,SA,Q
LGDR,T,EU,BAL,BOP,DEF,NSA,Q
LGCU,T,EU,EX,OTS,CP,NSA,Q
LGCX,T,EU,EX,OTS,CVM,NSA,Q
LGCW,T,EU,EX,OTS,KQ,NSA,Q
L87R,T,EU,EX,BOP,CP,NSA,Q
L87S,T,EU,EX,BOP,CP,SA,Q
LGCM,T,EU,EX,BOP,CVM,NSA,Q
LGCN,T,EU,EX,BOP,CVM,SA,Q
LGCR,T,EU,EX,BOP,DEF,NSA,Q
LGCH,T,EU,EX,BOP,IDEF,NSA,Q
LGCI,T,EU,EX,BOP,IDEF,SA,Q
LGCS,T,EU,EX,BOP,VM,NSA,Q
LGCT,T,EU,EX,BOP,VM,SA,Q
LGDM,T,EU,IM,OTS,CP,NSA,Q
LGDP,T,EU,IM,OTS,CVM,NSA,Q
LGDO,T,EU,IM,OTS,KQ,NSA,Q
L87T,T,EU,IM,BOP,CP,NSA,Q
L87U,T,EU,IM,BOP,CP,SA,Q
LGDE,T,EU,IM,BOP,CVM,NSA,Q
LGDF,T,EU,IM,BOP,CVM,SA,Q
LGDJ,T,EU,IM,BOP,DEF,NSA,Q
LGCZ,T,EU,IM,BOP,IDEF,NSA,Q
LGDA,T,EU,IM,BOP,IDEF,SA,Q
LGDK,T,EU,IM,BOP,VM,NSA,Q
LGDL,T,EU,IM,BOP,VM,SA,Q
L87J,T,RW,BAL,BOP,CP,NSA,Q
L87K,T,RW,BAL,BOP,CP,SA,Q
LGFH,T,RW,BAL,BOP,DEF,NSA,Q
LGEI,T,RW,EX,OTS,CP,NSA,Q
LGEL,T,RW,EX,OTS,CVM,NSA,Q
LGEK,T,RW,EX,OTS,KQ,NSA,Q
L87L,T,RW,EX,BOP,CP,NSA,Q
L87M,T,RW,EX,BOP,CP,SA,Q
LGEA,T,RW,EX,BOP,CVM,NSA,Q
LGEB,T,RW,EX,BOP,CVM,SA,Q
LGEF,T,RW,EX,BOP,DEF,NSA,Q
LGDV,T,RW,EX,BOP,IDEF,NSA,Q
LGDW,T,RW,EX,BOP,IDEF,SA,Q
LGEG,T,RW,EX,BOP,VM,NSA,Q
LGEH,T,RW,EX,BOP,VM,SA,Q
LGFB,T,RW,IM,OTS,CP,NSA,Q
LGFE,T,RW,IM,OTS,CVM,NSA,Q
LGFD,T,RW,IM,OTS,KQ,NSA,Q
L87N,T,RW,IM,BOP,CP,NSA,Q
L87O,T,RW,IM,BOP,CP,SA,Q
LGET,T,RW,IM,BOP,CVM,NSA,Q
LGEU,T,RW,IM,BOP,CVM,SA,Q
LGEY,T,RW,IM,BOP,DEF,NSA,Q
LGEO,T,RW,IM,BOP,IDEF,NSA,Q
LGEP,T,RW,IM,BOP,IDEF,SA,Q
LGEZ,T,RW,IM,BOP,VM,NSA,Q
LGFA,T,RW,IM,BOP,VM,SA,Q
LQCT,T,WW,BAL,BOP,CP,NSA,Q
BOKI,T,WW,BAL,BOP,CP,SA,Q
BQKT,T,WW,BAL,BOP,DEF,NSA,Q
HGAA,T,WW,EX,OTS,CP,NSA,Q
ELDQ,T,WW,EX,OTS,IDEF,NSA,Q
OAPC,T,WW,EX,OTS,KQ,NSA,Q
ELDI,T,WW,EX,OTS,VM,NSA,Q
LQAD,T,WW,EX,BOP,CP,NSA,Q
BOKG,T,WW,EX,BOP,CP,SA,Q
BQKP,T,WW,EX,BOP,CVM,NSA,Q
BQKQ,T,WW,EX,BOP,CVM,SA,Q
BQKR,T,WW,EX,BOP,DEF,NSA,Q
BQNK,T,WW,EX,BOP,IDEF,NSA,Q
BOVW,T,WW,EX,BOP,IDEF,SA,Q
BOBZ,T,WW,EX,BOP,PYP,NSA,Q
BOMM,T,WW,EX,BOP,PYP,SA,Q
BPBP,T,WW,EX,BOP,VM,NSA,Q
BQKU,T,WW,EX,BOP,VM,SA,Q
HGAD,T,WW,IM,OTS,CP,NSA,Q
ELEG,T,WW,IM,OTS,IDEF,NSA,Q
OCPC,T,WW,IM,OTS,KQ,NSA,Q
ELDY,T,WW,IM,OTS,VM,NSA,Q
LQBL,T,WW,IM,BOP,CP,NSA,Q
BOKH,T,WW,IM,BOP,CP,SA,Q
BQKN,T,WW,IM,BOP,CVM,NSA,Q
BQKO,T,WW,IM,BOP,CVM,SA,Q
BQKS,T,WW,IM,BOP,DEF,NSA,Q
BQNL,T,WW,IM,BOP,IDEF,NSA,Q
BPGW,T,WW,IM,BOP,IDEF,SA,Q
BPPV,T,WW,IM,BOP,PYP,NSA,Q
BPRG,T,WW,IM,BOP,PYP,SA,Q
BQBJ,T,WW,IM,BOP,VM,NSA,Q
BQKV,T,WW,IM,BOP,VM,SA,Q
SHEV,0,EU,EX,OTS,CP,NSA,Q
SHEX,0,EU,EX,OTS,CVM,NSA,Q
SHEW,0,EU,EX,OTS,KQ,NSA,Q
SHEL,0,EU,EX,BOP,CP,NSA,Q
SHEM,0,EU,EX,BOP,CP,SA,Q
SHEO,0,EU,EX,BOP,CVM,NSA,Q
SHEP,0,EU,EX,BOP,CVM,SA,Q
SHET,0,EU,EX,BOP,DEF,NSA,Q
SHEU,0,EU,EX,BOP,VM,SA,Q
SHFI,0,EU,IM,OTS,CP,NSA,Q
SHFK,0,EU,IM,OTS,CVM,NSA,Q
SHFJ,0,EU,IM,OTS,KQ,NSA,Q
SHEY,0,EU,IM,BOP,CP,NSA,Q
SHEZ,0,EU,IM,BOP,CP,SA,Q
SHFB,0,EU,IM,BOP,CVM,NSA,Q
SHFC,0,EU,IM,BOP,CVM,SA,Q
SHFG,0,EU,IM,BOP,DEF,NSA,Q
SHFH,0,EU,IM,BOP,VM,SA,Q
SHFV,0,RW,EX,OTS,CP,NSA,Q
SHFX,0,RW,EX,OTS,CVM,NSA,Q
SHFW,0,RW,EX,OTS,KQ,NSA,Q
SHFL,0,RW,EX,BOP,CP,NSA,Q
SHFM,0,RW,EX,BOP,CP,SA,Q
SHFO,0,RW,EX,BOP,CVM,NSA,Q
SHFP,0,RW,EX,BOP,CVM,SA,Q
SHFT,0,RW,EX,BOP,DEF,NSA,Q
SHFU,0,RW,EX,BOP,VM,SA,Q
SHGI,0,RW,IM,OTS,CP,NSA,Q
SHGK,0,RW,IM,OTS,CVM,NSA,Q
SHGJ,0,RW,IM,OTS,KQ,NSA,Q
SHFY,0,RW,IM,BOP,CP,NSA,Q
SHFZ,0,RW,IM,BOP,CP,SA,Q
SHGB,0,RW,IM,BOP,CVM,NSA,Q
SHGC,0,RW,IM,BOP,CVM,SA,Q
SHGG,0,RW,IM,BOP,DEF,NSA,Q
SHGH,0,RW,IM,BOP,VM,SA,Q
EHAX,0,WW,BAL,BOP,CP,SA,Q
BQCE,0,WW,EX,OTS,CP,NSA,Q
OAMS,0,WW,EX,OTS,KQ,NSA,Q
IHAH,0,WW,EX,BOP,CP,NSA,Q
BOGG,0,WW,EX,BOP,CP,SA,Q
IIFY,0,WW,EX,BOP,CVM,NSA,Q
ODUM,0,WW,EX,BOP,CVM,SA,Q
EHET,0,WW,EX,BOP,DEF,NSA,Q
EHCF,0,WW,EX,BOP,VM,SA,Q
BQFM,0,WW,IM,OTS,CP,NSA,Q
OCMS,0,WW,IM,OTS,KQ,NSA,Q
IHAJ,0,WW,IM,BOP,CP,NSA,Q
BQQR,0,WW,IM,BOP,CP,SA,Q
IIFZ,0,WW,IM,BOP,CVM,NSA,Q
OGSH,0,WW,IM,BOP,CVM,SA,Q
EHFZ,0,WW,IM,BOP,DEF,NSA,Q
EHDL,0,WW,IM,BOP,VM,SA,Q
JYVP,0,EU,EX,OTS,CP,NSA,Q
JYVR,0,EU,EX,OTS,CVM,NSA,Q
JYVQ,0,EU,EX,OTS,KQ,NSA,Q
JYVF,0,EU,EX,BOP,CP,NSA,Q
JYVG,0,EU,EX,BOP,CP,SA,Q
JYVI,0,EU,EX,BOP,CVM,NSA,Q
JYVJ,0,EU,EX,BOP,CVM,SA,Q
JYVN,0,EU,EX,BOP,DEF,NSA,Q
JYVO,0,EU,EX,BOP,VM,SA,Q
JYWC,0,EU,IM,OTS,CP,NSA,Q
JYWE,0,EU,IM,OTS,CVM,NSA,Q
JYWD,0,EU,IM,OTS,KQ,NSA,Q
JYVS,0,EU,IM,BOP,CP,NSA,Q
JYVT,0,EU,IM,BOP,CP,SA,Q
JYVV,0,EU,IM,BOP,CVM,NSA,Q
JYVW,0,EU,IM,BOP,CVM,SA,Q
JYWA,0,EU,IM,BOP,DEF,NSA,Q
JYWB,0,EU,IM,BOP,VM,SA,Q
JYYS,0,RW,EX,OTS,CP,NSA,Q
JYYU,0,RW,EX,OTS,CVM,NSA,Q
JYYT,0,RW,EX,OTS,KQ,NSA,Q
JYWF,0,RW,EX,BOP,CP,NSA,Q
JYWG,0,RW,EX,BOP,CP,SA,Q
JYWI,0,RW,EX,BOP,CVM,NSA,Q
JYWJ,0,RW,EX,BOP,CVM,SA,Q
JYYQ,0,RW,EX,BOP,DEF,NSA,Q
JYYR,0,RW,EX,BOP,VM,SA,Q
JYZF,0,RW,IM,OTS,CP,NSA,Q
JYZH,0,RW,IM,OTS,CVM,NSA,Q
JYZG,0,RW,IM,OTS,KQ,NSA,Q
JYYV,0,RW,IM,BOP,CP,NSA,Q
JYYW,0,RW,IM,BOP,CP,SA,Q
JYYY,0,RW,IM,BOP,CVM,NSA,Q
JYYZ,0,RW,IM,BOP,CVM,SA,Q
JYZD,0,RW,IM,BOP,DEF,NSA,Q
JYZE,0,RW,IM,BOP,VM,SA,Q
OABG,0,WW,BAL,BOP,CP,SA,Q
OAFD,0,WW,EX,OTS,KQ,NSA,Q
IGOP,0,WW,EX,BOP,CP,NSA,Q
OKCK,0,WW,EX,BOP,CP,SA,Q
IHZY,0,WW,EX,BOP,CVM,NSA,Q
OKPU,0,WW,EX,BOP,CVM,SA,Q
OMDY,0,WW,EX,BOP,DEF,NSA,Q
OLQO,0,WW,EX,BOP,VM,SA,Q
OCFD,0,WW,IM,OTS,KQ,NSA,Q
IGOQ,0,WW,IM,BOP,CP,NSA,Q
OKDW,0,WW,IM,BOP,CP,SA,Q
IHZZ,0,WW,IM,BOP,CVM,NSA,Q
OKRG,0,WW,IM,BOP,CVM,SA,Q
OMFL,0,WW,IM,BOP,DEF,NSA,Q
OLSA,0,WW,IM,BOP,VM,SA,Q
JYZS,1,EU,EX,OTS,CP,NSA,Q
JYZU,1,EU,EX,OTS,CVM,NSA,Q
JYZT,1,EU,EX,OTS,KQ,NSA,Q
JYZI,1,EU,EX,BOP,CP,NSA,Q
JYZJ,1,EU,EX,BOP,CP,SA,Q
JYZL,1,EU,EX,BOP,CVM,NSA,Q
JYZM,1,EU,EX,BOP,CVM,SA,Q
JYZQ,1,EU,EX,BOP,DEF,NSA,Q
JYZR,1,EU,EX,BOP,VM,SA,Q
JZBF,1,EU,IM,OTS,CP,NSA,Q
JZBH,1,EU,IM,OTS,CVM,NSA,Q
JZBG,1,EU,IM,OTS,KQ,NSA,Q
JYZV,1,EU,IM,BOP,CP,NSA,Q
JYZW,1,EU,IM,BOP,CP,SA,Q
JYZY,1,EU,IM,BOP,CVM,NSA,Q
JYZZ,1,EU,IM,BOP,CVM,SA,Q
JZBD,1,EU,IM,BOP,DEF,NSA,Q
JZBE,1,EU,IM,BOP,VM,SA,Q
JZBS,1,RW,EX,OTS,CP,NSA,Q
JZDX,1,RW,EX,OTS,CVM,NSA,Q
JZDW,1,RW,EX,OTS,KQ,NSA,Q
JZBI,1,RW,EX,BOP,CP,NSA,Q
JZBJ,1,RW,EX,BOP,CP,SA,Q
JZBL,1,RW,EX,BOP,CVM,NSA,Q
JZBM,1,RW,EX,BOP,CVM,SA,Q
JZBQ,1,RW,EX,BOP,DEF,NSA,Q
JZBR,1,RW,EX,BOP,VM,SA,Q
JZEI,1,RW,IM,OTS,CP,NSA,Q
JZEK,1,RW,IM,OTS,CVM,NSA,Q
JZEJ,1,RW,IM,OTS,KQ,NSA,Q
JZDY,1,RW,IM,BOP,CP,NSA,Q
JZDZ,1,RW,IM,BOP,CP,SA,Q
JZEB,1,RW,IM,BOP,CVM,NSA,Q
JZEC,1,RW,IM,BOP,CVM,SA,Q
JZEG,1,RW,IM,BOP,DEF,NSA,Q
JZEH,1,RW,IM,BOP,VM,SA,Q
EHAY,1,WW,BAL,BOP,CP,SA,Q
OAFE,1,WW,EX,OTS,KQ,NSA,Q
IGOR,1,WW,EX,BOP,CP,NSA,Q
BOGS,1,WW,EX,BOP,CP,SA,Q
IIFI,1,WW,EX,BOP,CVM,NSA,Q
ODUS,1,WW,EX,BOP,CVM,SA,Q
EHEU,1,WW,EX,BOP,DEF,NSA,Q
EHCG,1,WW,EX,BOP,VM,SA,Q
OCFE,1,WW,IM,OTS,KQ,NSA,Q
IGOV,1,WW,IM,BOP,CP,NSA,Q
BQQS,1,WW,IM,BOP,CP,SA,Q
IIFJ,1,WW,IM,BOP,CVM,NSA,Q
OGSI,1,WW,IM,BOP,CVM,SA,Q
EHGA,1,WW,IM,BOP,DEF,NSA,Q
EHDM,1,WW,IM,BOP,VM,SA,Q
JZEV,2,EU,EX,OTS,CP,NSA,Q
JZEX,2,EU,EX,OTS,CVM,NSA,Q
JZEW,2,EU,EX,OTS,KQ,NSA,Q
JZEL,2,EU,EX,BOP,CP,NSA,Q
JZEM,2,EU,EX,BOP,CP,SA,Q
JZEO,2,EU,EX,BOP,CVM,NSA,Q
JZEP,2,EU,EX,BOP,CVM,SA,Q
JZET,2,EU,EX,BOP,DEF,NSA,Q
JZEU,2,EU,EX,BOP,VM,SA,Q
JZFI,2,EU,IM,OTS,CP,NSA,Q
JZFK,2,EU,IM,OTS,CVM,NSA,Q
JZFJ,2,EU,IM,OTS,KQ,NSA,Q
JZEY,2,EU,IM,BOP,CP,NSA,Q
JZEZ,2,EU,IM,BOP,CP,SA,Q
JZFB,2,EU,IM,BOP,CVM,NSA,Q
JZFC,2,EU,IM,BOP,CVM,SA,Q
JZFG,2,EU,IM,BOP,DEF,NSA,Q
JZFH,2,EU,IM,BOP,VM,SA,Q
JZFV,2,RW,EX,OTS,CP,NSA,Q
JZFX,2,RW,EX,OTS,CVM,NSA,Q
JZFW,2,RW,EX,OTS,KQ,NSA,Q
JZFL,2,RW,EX,BOP,CP,NSA,Q
JZFM,2,RW,EX,BOP,CP,SA,Q
JZFO,2,RW,EX,BOP,CVM,NSA,Q
JZFP,2,RW,EX,BOP,CVM,SA,Q
JZFT,2,RW,EX,BOP,DEF,NSA,Q
JZFU,2,RW,EX,BOP,VM,SA,Q
JZIQ,2,RW,IM,OTS,CP,NSA,Q
JZIS,2,RW,IM,OTS,CVM,NSA,Q
JZIR,2,RW,IM,OTS,KQ,NSA,Q
JZFY,2,RW,IM,BOP,CP,NSA,Q
JZIC,2,RW,IM,BOP,CP,SA,Q
JZIE,2,RW,IM,BOP,CVM,NSA,Q
JZIF,2,RW,IM,BOP,CVM,SA,Q
JZIK,2,RW,IM,BOP,DEF,NSA,Q
JZIL,2,RW,IM,BOP,VM,SA,Q
EHAZ,2,WW,BAL,BOP,CP,SA,Q
OAFF,2,WW,EX,OTS,KQ,NSA,Q
IGOW,2,WW,EX,BOP,CP,NSA,Q
BQMS,2,WW,EX,BOP,CP,SA,Q
IIFK,2,WW,EX,BOP,CVM,NSA,Q
OEAF,2,WW,EX,BOP,CVM,SA,Q
EHEV,2,WW,EX,BOP,DEF,NSA,Q
EHCH,2,WW,EX,BOP,VM,SA,Q
OCFF,2,WW,IM,OTS,KQ,NSA,Q
IGOX,2,WW,IM,BOP,CP,NSA,Q
BQQT,2,WW,IM,BOP,CP,SA,Q
IIFL,2,WW,IM,BOP,CVM,NSA,Q
OGSJ,2,WW,IM,BOP,CVM,SA,Q
EHGB,2,WW,IM,BOP,DEF,NSA,Q
EHDN,2,WW,IM,BOP,VM,SA,Q
JZJT,3,EU,EX,OTS,CP,NSA,Q
JZJV,3,EU,EX,OTS,CVM,NSA,Q
JZJU,3,EU,EX,OTS,KQ,NSA,Q
JZIT,3,EU,EX,BOP,CP,NSA,Q
JZIU,3,EU,EX,BOP,CP,SA,Q
JZIX,3,EU,EX,BOP,CVM,NSA,Q
JZIY,3,EU,EX,BOP,CVM,SA,Q
JZJH,3,EU,EX,BOP,DEF,NSA,Q
JZJK,3,EU,EX,BOP,VM,SA,Q
JZMK,3,EU,IM,OTS,CP,NSA,Q
JZMM,3,EU,IM,OTS,CVM,NSA,Q
JZML,3,EU,IM,OTS,KQ,NSA,Q
JZJW,3,EU,IM,BOP,CP,NSA,Q
JZJX,3,EU,IM,BOP,CP,SA,Q
JZJZ,3,EU,IM,BOP,CVM,NSA,Q
JZKA,3,EU,IM,BOP,CVM,SA,Q
JZMI,3,EU,IM,BOP,DEF,NSA,Q
JZMJ,3,EU,IM,BOP,VM,SA,Q
JZMX,3,RW,EX,OTS,CP,NSA,Q
JZMZ,3,RW,EX,OTS,CVM,NSA,Q
JZMY,3,RW,EX,OTS,KQ,NSA,Q
JZMN,3,RW,EX,BOP,CP,NSA,Q
JZMO,3,RW,EX,BOP,CP,SA,Q
JZMQ,3,RW,EX,BOP,CVM,NSA,Q
JZMR,3,RW,EX,BOP,CVM,SA,Q
JZMV,3,RW,EX,BOP,DEF,NSA,Q
JZMW,3,RW,EX,BOP,VM,SA,Q
JZNK,3,RW,IM,OTS,CP,NSA,Q
JZNM,3,RW,IM,OTS,CVM,NSA,Q
JZNL,3,RW,IM,OTS,KQ,NSA,Q
JZNA,3,RW,IM,BOP,CP,NSA,Q
JZNB,3,RW,IM,BOP,CP,SA,Q
JZND,3,RW,IM,BOP,CVM,NSA,Q
JZNE,3,RW,IM,BOP,CVM,SA,Q
JZNI,3,RW,IM,BOP,DEF,NSA,Q
JZNJ,3,RW,IM,BOP,VM,SA,Q
OABI,3,WW,BAL,BOP,CP,SA,Q
OAFG,3,WW,EX,OTS,KQ,NSA,Q
IGOY,3,WW,EX,BOP,CP,NSA,Q
OKCL,3,WW,EX,BOP,CP,SA,Q
IIAA,3,WW,EX,BOP,CVM,NSA,Q
OKPV,3,WW,EX,BOP,CVM,SA,Q
OMEA,3,WW,EX,BOP,DEF,NSA,Q
OLQP,3,WW,EX,BOP,VM,SA,Q
OCFG,3,WW,IM,OTS,KQ,NSA,Q
IGPA,3,WW,IM,BOP,CP,NSA,Q
OKDX,3,WW,IM,BOP,CP,SA,Q
IIAB,3,WW,IM,BOP,CVM,NSA,Q
OKRH,3,WW,IM,BOP,CVM,SA,Q
OMFM,3,WW,IM,BOP,DEF,NSA,Q
OLSB,3,WW,IM,BOP,VM,SA,Q
JZNX,4,EU,EX,OTS,CP,NSA,Q
JZNZ,4,EU,EX,OTS,CVM,NSA,Q
JZNY,4,EU,EX,OTS,KQ,NSA,Q
JZNN,4,EU,EX,BOP,CP,NSA,Q
JZNO,4,EU,EX,BOP,CP,SA,Q
JZNQ,4,EU,EX,BOP,CVM,NSA,Q
JZNR,4,EU,EX,BOP,CVM,SA,Q
JZNV,4,EU,EX,BOP,DEF,NSA,Q
JZNW,4,EU,EX,BOP,VM,SA,Q
JZOK,4,EU,IM,OTS,CP,NSA,Q
JZOM,4,EU,IM,OTS,CVM,NSA,Q
JZOL,4,EU,IM,OTS,KQ,NSA,Q
JZOA,4,EU,IM,BOP,CP,NSA,Q
JZOB,4,EU,IM,BOP,CP,SA,Q
JZOD,4,EU,IM,BOP,CVM,NSA,Q
JZOE,4,EU,IM,BOP,CVM,SA,Q
JZOI,4,EU,IM,BOP,DEF,NSA,Q
JZOJ,4,EU,IM,BOP,VM,SA,Q
JZOX,4,RW,EX,OTS,CP,NSA,Q
JZOZ,4,RW,EX,OTS,CVM,NSA,Q
JZOY,4,RW,EX,OTS,KQ,NSA,Q
JZON,4,RW,EX,BOP,CP,NSA,Q
JZOO,4,RW,EX,BOP,CP,SA,Q
JZOQ,4,RW,EX,BOP,CVM,NSA,Q
JZOR,4,RW,EX,BOP,CVM,SA,Q
JZOV,4,RW,EX,BOP,DEF,NSA,Q
JZOW,4,RW,EX,BOP,VM,SA,Q
JZPK,4,RW,IM,OTS,CP,NSA,Q
JZPM,4,RW,IM,OTS,CVM,NSA,Q
JZPL,4,RW,IM,OTS,KQ,NSA,Q
JZPA,4,RW,IM,BOP,CP,NSA,Q
JZPB,4,RW,IM,BOP,CP,SA,Q
JZPD,4,RW,IM,BOP,CVM,NSA,Q
JZPE,4,RW,IM,BOP,CVM,SA,Q
JZPI,4,RW,IM,BOP,DEF,NSA,Q
JZPJ,4,RW,IM,BOP,VM,SA,Q
OABO,4,WW,BAL,BOP,CP,SA,Q
OAFH,4,WW,EX,OTS,KQ,NSA,Q
IGPC,4,WW,EX,BOP,CP,NSA,Q
OKCM,4,WW,EX,BOP,CP,SA,Q
IIAC,4,WW,EX,BOP,CVM,NSA,Q
OKPW,4,WW,EX,BOP,CVM,SA,Q
OMEB,4,WW,EX,BOP,DEF,NSA,Q
OLQQ,4,WW,EX,BOP,VM,SA,Q
OCFH,4,WW,IM,OTS,KQ,NSA,Q
IGPD,4,WW,IM,BOP,CP,NSA,Q
OKDY,4,WW,IM,BOP,CP,SA,Q
IIAD,4,WW,IM,BOP,CVM,NSA,Q
OKRI,4,WW,IM,BOP,CVM,SA,Q
OMFN,4,WW,IM,BOP,DEF,NSA,Q
OLSC,4,WW,IM,BOP,VM,SA,Q
JZVX,8,EU,EX,OTS,CP,NSA,Q
JZVZ,8,EU,EX,OTS,CVM,NSA,Q
