cdid,COMMODITY,AREA,DIRECTION,BASIS,PRICE,SEASADJ,PERIOD
SFTY,7plus8I,EU,IM,BOP,IDEF,SA,Q
SFZI,7plus8K,EU,IM,BOP,IDEF,SA,Q
SDOV,0plus1,EU,IM,BOP,IDEF,SA,Q
LKUS,TminusO,EU,IM,BOP,IDEF,SA,Q
SEXE,6minusPS,EU,IM,BOP,IDEF,SA,Q
SGMJ,5minus8,EU,IM,BOP,IDEF,SA,Q
SETG,5plus6,EU,IM,BOP,IDEF,SA,Q
SFJY,7plus8,EU,IM,BOP,IDEF,SA,Q
SDUX,2plus4,EU,IM,BOP,IDEF,SA,Q
SDDL,TminusE,EU,IM,BOP,IDEF,SA,Q
SHCA,TminusOE,EU,IM,BOP,IDEF,SA,Q
SGFB,792and3,EU,IM,BOP,IDEF,SA,Q
SFPA,7plus8C,EU,IM,BOP,VM,NSA,Q
SFUK,7plus8I,EU,IM,BOP,VM,NSA,Q
SFZU,7plus8K,EU,IM,BOP,VM,NSA,Q
SDPH,0plus1,EU,IM,BOP,VM,NSA,Q
LKVC,TminusO,EU,IM,BOP,VM,NSA,Q
SEXQ,6minusPS,EU,IM,BOP,VM,NSA,Q
SGMT,5minus8,EU,IM,BOP,VM,NSA,Q
SETQ,5plus6,EU,IM,BOP,VM,NSA,Q
SFKI,7plus8,EU,IM,BOP,VM,NSA,Q
SDVJ,2plus4,EU,IM,BOP,VM,NSA,Q
SDDW,TminusE,EU,IM,BOP,VM,NSA,Q
SHCN,TminusOE,EU,IM,BOP,VM,NSA,Q
SGFN,792and3,EU,IM,BOP,VM,NSA,Q
SIVY,57plus58,EU,IM,BOP,VM,SA,Q
SFPB,7plus8C,EU,IM,BOP,VM,SA,Q
SFUL,7plus8I,EU,IM,BOP,VM,SA,Q
SFZV,7plus8K,EU,IM,BOP,VM,SA,Q
SDPJ,0plus1,EU,IM,BOP,VM,SA,Q
SMZE,87plus88,EU,IM,BOP,VM,SA,Q
SMCK,87plus88I,EU,IM,BOP,VM,SA,Q
SJTW,68minusS,EU,IM,BOP,VM,SA,Q
LKVD,TminusO,EU,IM,BOP,VM,SA,Q
SEXR,6minusPS,EU,IM,BOP,VM,SA,Q
SMQQ,71minus77,EU,IM,BOP,VM,SA,Q
SIXY,56plus59,EU,IM,BOP,VM,SA,Q
SGMU,5minus8,EU,IM,BOP,VM,SA,Q
SETR,5plus6,EU,IM,BOP,VM,SA,Q
SFKJ,7plus8,EU,IM,BOP,VM,SA,Q
SDVK,2plus4,EU,IM,BOP,VM,SA,Q
SMXE,84plus85,EU,IM,BOP,VM,SA,Q
SMGK,04plus08,EU,IM,BOP,VM,SA,Q
SMAK,87plus88C,EU,IM,BOP,VM,SA,Q
SMEK,87plus88K,EU,IM,BOP,VM,SA,Q
SDDX,TminusE,EU,IM,BOP,VM,SA,Q
SHCO,TminusOE,EU,IM,BOP,VM,SA,Q
SGFO,792and3,EU,IM,BOP,VM,SA,Q
SGNA,5minus8,RW,BAL,BOP,CP,NSA,Q
SETX,5plus6,RW,BAL,BOP,CP,NSA,Q
SFKP,7plus8,RW,BAL,BOP,CP,NSA,Q
SDVV,2plus4,RW,BAL,BOP,CP,NSA,Q
SDPU,0plus1,RW,BAL,BOP,CP,NSA,Q
LKVK,TminusO,RW,BAL,BOP,CP,NSA,Q
SGNB,5minus8,RW,BAL,BOP,CP,SA,Q
SETY,5plus6,RW,BAL,BOP,CP,SA,Q
SFKU,7plus8,RW,BAL,BOP,CP,SA,Q
SDVX,2plus4,RW,BAL,BOP,CP,SA,Q
SDPW,0plus1,RW,BAL,BOP,CP,SA,Q
SDED,TminusE,RW,BAL,BOP,CP,SA,Q
LKVL,TminusO,RW,BAL,BOP,CP,SA,Q
SHCV,TminusOE,RW,BAL,BOP,CP,SA,Q
SGFZ,792and3,RW,BAL,BOP,CP,SA,Q
LKWY,TminusO,RW,BAL,BOP,DEF,NSA,Q
SIWM,57plus58,RW,EX,OTS,CP,NSA,Q
SGNP,5minus8,RW,EX,OTS,CP,NSA,Q
SEUM,5plus6,RW,EX,OTS,CP,NSA,Q
SFLJ,7plus8,RW,EX,OTS,CP,NSA,Q
SDWC,2plus4,RW,EX,OTS,CP,NSA,Q
SMZS,87plus88,RW,EX,OTS,CP,NSA,Q
SMCY,87plus88I,RW,EX,OTS,CP,NSA,Q
SJUK,68minusS,RW,EX,OTS,CP,NSA,Q
LKWA,TminusO,RW,EX,OTS,CP,NSA,Q
SIYM,56plus59,RW,EX,OTS,CP,NSA,Q
SFPQ,7plus8C,RW,EX,OTS,CP,NSA,Q
SFVA,7plus8I,RW,EX,OTS,CP,NSA,Q
SGAK,7plus8K,RW,EX,OTS,CP,NSA,Q
SMXS,84plus85,RW,EX,OTS,CP,NSA,Q
SDQB,0plus1,RW,EX,OTS,CP,NSA,Q
SMAY,87plus88C,RW,EX,OTS,CP,NSA,Q
SMGY,04plus08,RW,EX,OTS,CP,NSA,Q
SMEY,87plus88K,RW,EX,OTS,CP,NSA,Q
SDER,TminusE,RW,EX,OTS,CP,NSA,Q
SHDK,TminusOE,RW,EX,OTS,CP,NSA,Q
SEYG,6minusPS,RW,EX,OTS,CP,NSA,Q
SMRE,71minus77,RW,EX,OTS,CP,NSA,Q
SGGE,792and3,RW,EX,OTS,CP,NSA,Q
SIWO,57plus58,RW,EX,OTS,CVM,NSA,Q
SGNS,5minus8,RW,EX,OTS,CVM,NSA,Q
SEUP,5plus6,RW,EX,OTS,CVM,NSA,Q
SFLM,7plus8,RW,EX,OTS,CVM,NSA,Q
SDWD,2plus4,RW,EX,OTS,CVM,NSA,Q
SMZU,87plus88,RW,EX,OTS,CVM,NSA,Q
SMDA,87plus88I,RW,EX,OTS,CVM,NSA,Q
SJUM,68minusS,RW,EX,OTS,CVM,NSA,Q
LKWD,TminusO,RW,EX,OTS,CVM,NSA,Q
SIYO,56plus59,RW,EX,OTS,CVM,NSA,Q
SFPR,7plus8C,RW,EX,OTS,CVM,NSA,Q
SFVB,7plus8I,RW,EX,OTS,CVM,NSA,Q
SGAL,7plus8K,RW,EX,OTS,CVM,NSA,Q
SMXU,84plus85,RW,EX,OTS,CVM,NSA,Q
SDQC,0plus1,RW,EX,OTS,CVM,NSA,Q
SMBA,87plus88C,RW,EX,OTS,CVM,NSA,Q
SMHA,04plus08,RW,EX,OTS,CVM,NSA,Q
SMFA,87plus88K,RW,EX,OTS,CVM,NSA,Q
SDEU,TminusE,RW,EX,OTS,CVM,NSA,Q
SHDN,TminusOE,RW,EX,OTS,CVM,NSA,Q
SEYH,6minusPS,RW,EX,OTS,CVM,NSA,Q
SGGF,792and3,RW,EX,OTS,CVM,NSA,Q
SIWN,57plus58,RW,EX,OTS,KQ,NSA,Q
SGNR,5minus8,RW,EX,OTS,KQ,NSA,Q
SEUO,5plus6,RW,EX,OTS,KQ,NSA,Q
SFLL,7plus8,RW,EX,OTS,KQ,NSA,Q
SDWE,2plus4,RW,EX,OTS,KQ,NSA,Q
SMZT,87plus88,RW,EX,OTS,KQ,NSA,Q
SMCZ,87plus88I,RW,EX,OTS,KQ,NSA,Q
SJUL,68minusS,RW,EX,OTS,KQ,NSA,Q
LKWC,TminusO,RW,EX,OTS,KQ,NSA,Q
SMOR,71minus77,RW,EX,OTS,KQ,NSA,Q
SIYN,56plus59,RW,EX,OTS,KQ,NSA,Q
SFPS,7plus8C,RW,EX,OTS,KQ,NSA,Q
SFVC,7plus8I,RW,EX,OTS,KQ,NSA,Q
SGAM,7plus8K,RW,EX,OTS,KQ,NSA,Q
SMXT,84plus85,RW,EX,OTS,KQ,NSA,Q
SMAZ,87plus88C,RW,EX,OTS,KQ,NSA,Q
SDQD,0plus1,RW,EX,OTS,KQ,NSA,Q
SMEZ,87plus88K,RW,EX,OTS,KQ,NSA,Q
SMGZ,04plus08,RW,EX,OTS,KQ,NSA,Q
SDET,TminusE,RW,EX,OTS,KQ,NSA,Q
SHDM,TminusOE,RW,EX,OTS,KQ,NSA,Q
SEYI,6minusPS,RW,EX,OTS,KQ,NSA,Q
SGGG,792and3,RW,EX,OTS,KQ,NSA,Q
SGNE,5minus8,RW,EX,BOP,CP,NSA,Q
SEUB,5plus6,RW,EX,BOP,CP,NSA,Q
SFKX,7plus8,RW,EX,BOP,CP,NSA,Q
SDVY,2plus4,RW,EX,BOP,CP,NSA,Q
SMXI,84plus85,RW,EX,BOP,CP,NSA,Q
SMAO,87plus88C,RW,EX,BOP,CP,NSA,Q
SMGO,04plus08,RW,EX,BOP,CP,NSA,Q
SMEO,87plus88K,RW,EX,BOP,CP,NSA,Q
LKVP,TminusO,RW,EX,BOP,CP,NSA,Q
SMQU,71minus77,RW,EX,BOP,CP,NSA,Q
SIWC,57plus58,RW,EX,BOP,CP,NSA,Q
SFPM,7plus8C,RW,EX,BOP,CP,NSA,Q
SFUW,7plus8I,RW,EX,BOP,CP,NSA,Q
SGAG,7plus8K,RW,EX,BOP,CP,NSA,Q
SDPX,0plus1,RW,EX,BOP,CP,NSA,Q
SMZI,87plus88,RW,EX,BOP,CP,NSA,Q
SMCO,87plus88I,RW,EX,BOP,CP,NSA,Q
SJUA,68minusS,RW,EX,BOP,CP,NSA,Q
SDEG,TminusE,RW,EX,BOP,CP,NSA,Q
SHCZ,TminusOE,RW,EX,BOP,CP,NSA,Q
SEYC,6minusPS,RW,EX,BOP,CP,NSA,Q
SIYC,56plus59,RW,EX,BOP,CP,NSA,Q
SGGA,792and3,RW,EX,BOP,CP,NSA,Q
SGNF,5minus8,RW,EX,BOP,CP,SA,Q
SEUC,5plus6,RW,EX,BOP,CP,SA,Q
SFKY,7plus8,RW,EX,BOP,CP,SA,Q
SDWK,2plus4,RW,EX,BOP,CP,SA,Q
SMXJ,84plus85,RW,EX,BOP,CP,SA,Q
SMAP,87plus88C,RW,EX,BOP,CP,SA,Q
SMGP,04plus08,RW,EX,BOP,CP,SA,Q
SMEP,87plus88K,RW,EX,BOP,CP,SA,Q
LKVQ,TminusO,RW,EX,BOP,CP,SA,Q
SMQV,71minus77,RW,EX,BOP,CP,SA,Q
SIWD,57plus58,RW,EX,BOP,CP,SA,Q
SFPY,7plus8C,RW,EX,BOP,CP,SA,Q
SFVI,7plus8I,RW,EX,BOP,CP,SA,Q
SGAS,7plus8K,RW,EX,BOP,CP,SA,Q
SDQL,0plus1,RW,EX,BOP,CP,SA,Q
SMZJ,87plus88,RW,EX,BOP,CP,SA,Q
SMCP,87plus88I,RW,EX,BOP,CP,SA,Q
SJUB,68minusS,RW,EX,BOP,CP,SA,Q
SDEH,TminusE,RW,EX,BOP,CP,SA,Q
SHDA,TminusOE,RW,EX,BOP,CP,SA,Q
SEYO,6minusPS,RW,EX,BOP,CP,SA,Q
SIYD,56plus59,RW,EX,BOP,CP,SA,Q
SGGM,792and3,RW,EX,BOP,CP,SA,Q
SGNH,5minus8,RW,EX,BOP,CVM,NSA,Q
SEUE,5plus6,RW,EX,BOP,CVM,NSA,Q
SFLB,7plus8,RW,EX,BOP,CVM,NSA,Q
SDVZ,2plus4,RW,EX,BOP,CVM,NSA,Q
SMXL,84plus85,RW,EX,BOP,CVM,NSA,Q
SMAR,87plus88C,RW,EX,BOP,CVM,NSA,Q
SMGR,04plus08,RW,EX,BOP,CVM,NSA,Q
SMER,87plus88K,RW,EX,BOP,CVM,NSA,Q
LKVS,TminusO,RW,EX,BOP,CVM,NSA,Q
SMQX,71minus77,RW,EX,BOP,CVM,NSA,Q
SIWF,57plus58,RW,EX,BOP,CVM,NSA,Q
SFPN,7plus8C,RW,EX,BOP,CVM,NSA,Q
SFUX,7plus8I,RW,EX,BOP,CVM,NSA,Q
SGAH,7plus8K,RW,EX,BOP,CVM,NSA,Q
SDPY,0plus1,RW,EX,BOP,CVM,NSA,Q
SMZL,87plus88,RW,EX,BOP,CVM,NSA,Q
SMCR,87plus88I,RW,EX,BOP,CVM,NSA,Q
SJUD,68minusS,RW,EX,BOP,CVM,NSA,Q
SDEJ,TminusE,RW,EX,BOP,CVM,NSA,Q
SHDC,TminusOE,RW,EX,BOP,CVM,NSA,Q
SEYD,6minusPS,RW,EX,BOP,CVM,NSA,Q
SIYF,56plus59,RW,EX,BOP,CVM,NSA,Q
SGGB,792and3,RW,EX,BOP,CVM,NSA,Q
SGNI,5minus8,RW,EX,BOP,CVM,SA,Q
SEUF,5plus6,RW,EX,BOP,CVM,SA,Q
SFLC,7plus8,RW,EX,BOP,CVM,SA,Q
SDWO,2plus4,RW,EX,BOP,CVM,SA,Q
SMXM,84plus85,RW,EX,BOP,CVM,SA,Q
SMAS,87plus88C,RW,EX,BOP,CVM,SA,Q
SMGS,04plus08,RW,EX,BOP,CVM,SA,Q
SMES,87plus88K,RW,EX,BOP,CVM,SA,Q
LKVT,TminusO,RW,EX,BOP,CVM,SA,Q
SMQY,71minus77,RW,EX,BOP,CVM,SA,Q
SIWG,57plus58,RW,EX,BOP,CVM,SA,Q
SFQC,7plus8C,RW,EX,BOP,CVM,SA,Q
SFVM,7plus8I,RW,EX,BOP,CVM,SA,Q
SGAW,7plus8K,RW,EX,BOP,CVM,SA,Q
SMZM,87plus88,RW,EX,BOP,CVM,SA,Q
SDQP,0plus1,RW,EX,BOP,CVM,SA,Q
SMCS,87plus88I,RW,EX,BOP,CVM,SA,Q
SJUE,68minusS,RW,EX,BOP,CVM,SA,Q
SDEK,TminusE,RW,EX,BOP,CVM,SA,Q
SHDD,TminusOE,RW,EX,BOP,CVM,SA,Q
SEYS,6minusPS,RW,EX,BOP,CVM,SA,Q
SIYG,56plus59,RW,EX,BOP,CVM,SA,Q
SGGQ,792and3,RW,EX,BOP,CVM,SA,Q
SGNM,5minus8,RW,EX,BOP,DEF,NSA,Q
SEUJ,5plus6,RW,EX,BOP,DEF,NSA,Q
SFLG,7plus8,RW,EX,BOP,DEF,NSA,Q
SDWS,2plus4,RW,EX,BOP,DEF,NSA,Q
SMXQ,84plus85,RW,EX,BOP,DEF,NSA,Q
SMAW,87plus88C,RW,EX,BOP,DEF,NSA,Q
SMEW,87plus88K,RW,EX,BOP,DEF,NSA,Q
SMGW,04plus08,RW,EX,BOP,DEF,NSA,Q
LKVX,TminusO,RW,EX,BOP,DEF,NSA,Q
SMRC,71minus77,RW,EX,BOP,DEF,NSA,Q
SIWK,57plus58,RW,EX,BOP,DEF,NSA,Q
SFQG,7plus8C,RW,EX,BOP,DEF,NSA,Q
SFVQ,7plus8I,RW,EX,BOP,DEF,NSA,Q
SGBA,7plus8K,RW,EX,BOP,DEF,NSA,Q
SMZQ,87plus88,RW,EX,BOP,DEF,NSA,Q
SDQU,0plus1,RW,EX,BOP,DEF,NSA,Q
SMCW,87plus88I,RW,EX,BOP,DEF,NSA,Q
SJUI,68minusS,RW,EX,BOP,DEF,NSA,Q
SDEO,TminusE,RW,EX,BOP,DEF,NSA,Q
SHDH,TminusOE,RW,EX,BOP,DEF,NSA,Q
SEYW,6minusPS,RW,EX,BOP,DEF,NSA,Q
SIYK,56plus59,RW,EX,BOP,DEF,NSA,Q
SGGU,792and3,RW,EX,BOP,DEF,NSA,Q
SGNC,5minus8,RW,EX,BOP,IDEF,NSA,Q
SETZ,5plus6,RW,EX,BOP,IDEF,NSA,Q
SFKV,7plus8,RW,EX,BOP,IDEF,NSA,Q
SDWG,2plus4,RW,EX,BOP,IDEF,NSA,Q
LKVM,TminusO,RW,EX,BOP,IDEF,NSA,Q
SFPU,7plus8C,RW,EX,BOP,IDEF,NSA,Q
SFVE,7plus8I,RW,EX,BOP,IDEF,NSA,Q
SGAO,7plus8K,RW,EX,BOP,IDEF,NSA,Q
SDQF,0plus1,RW,EX,BOP,IDEF,NSA,Q
SDEE,TminusE,RW,EX,BOP,IDEF,NSA,Q
SHCX,TminusOE,RW,EX,BOP,IDEF,NSA,Q
SEYK,6minusPS,RW,EX,BOP,IDEF,NSA,Q
SGGI,792and3,RW,EX,BOP,IDEF,NSA,Q
SGND,5minus8,RW,EX,BOP,IDEF,SA,Q
SEUA,5plus6,RW,EX,BOP,IDEF,SA,Q
SFKW,7plus8,RW,EX,BOP,IDEF,SA,Q
SDWH,2plus4,RW,EX,BOP,IDEF,SA,Q
LKVN,TminusO,RW,EX,BOP,IDEF,SA,Q
SFPV,7plus8C,RW,EX,BOP,IDEF,SA,Q
SFVF,7plus8I,RW,EX,BOP,IDEF,SA,Q
SGAP,7plus8K,RW,EX,BOP,IDEF,SA,Q
SDQG,0plus1,RW,EX,BOP,IDEF,SA,Q
SDEF,TminusE,RW,EX,BOP,IDEF,SA,Q
SHCY,TminusOE,RW,EX,BOP,IDEF,SA,Q
SEYL,6minusPS,RW,EX,BOP,IDEF,SA,Q
SGGJ,792and3,RW,EX,BOP,IDEF,SA,Q
SGNN,5minus8,RW,EX,BOP,VM,NSA,Q
SEUK,5plus6,RW,EX,BOP,VM,NSA,Q
SFLH,7plus8,RW,EX,BOP,VM,NSA,Q
SDWT,2plus4,RW,EX,BOP,VM,NSA,Q
LKVY,TminusO,RW,EX,BOP,VM,NSA,Q
SFQH,7plus8C,RW,EX,BOP,VM,NSA,Q
SFVR,7plus8I,RW,EX,BOP,VM,NSA,Q
SGBC,7plus8K,RW,EX,BOP,VM,NSA,Q
SDQV,0plus1,RW,EX,BOP,VM,NSA,Q
SDEP,TminusE,RW,EX,BOP,VM,NSA,Q
SHDI,TminusOE,RW,EX,BOP,VM,NSA,Q
SEYX,6minusPS,RW,EX,BOP,VM,NSA,Q
SGGV,792and3,RW,EX,BOP,VM,NSA,Q
SIWL,57plus58,RW,EX,BOP,VM,SA,Q
SGNO,5minus8,RW,EX,BOP,VM,SA,Q
SEUL,5plus6,RW,EX,BOP,VM,SA,Q
SFLI,7plus8,RW,EX,BOP,VM,SA,Q
SDWU,2plus4,RW,EX,BOP,VM,SA,Q
SMZR,87plus88,RW,EX,BOP,VM,SA,Q
SMCX,87plus88I,RW,EX,BOP,VM,SA,Q
SJUJ,68minusS,RW,EX,BOP,VM,SA,Q
LKVZ,TminusO,RW,EX,BOP,VM,SA,Q
SIYL,56plus59,RW,EX,BOP,VM,SA,Q
SFQI,7plus8C,RW,EX,BOP,VM,SA,Q
SFVS,7plus8I,RW,EX,BOP,VM,SA,Q
SGBD,7plus8K,RW,EX,BOP,VM,SA,Q
SMXR,84plus85,RW,EX,BOP,VM,SA,Q
SDQW,0plus1,RW,EX,BOP,VM,SA,Q
SMAX,87plus88C,RW,EX,BOP,VM,SA,Q
SMEX,87plus88K,RW,EX,BOP,VM,SA,Q
SMGX,04plus08,RW,EX,BOP,VM,SA,Q
SDEQ,TminusE,RW,EX,BOP,VM,SA,Q
SHDJ,TminusOE,RW,EX,BOP,VM,SA,Q
SEYY,6minusPS,RW,EX,BOP,VM,SA,Q
SMRD,71minus77,RW,EX,BOP,VM,SA,Q
SGGW,792and3,RW,EX,BOP,VM,SA,Q
SGOH,5minus8,RW,IM,OTS,CP,NSA,Q
SEVE,5plus6,RW,IM,OTS,CP,NSA,Q
SFMD,7plus8,RW,IM,OTS,CP,NSA,Q
SDXL,2plus4,RW,IM,OTS,CP,NSA,Q
SMYF,84plus85,RW,IM,OTS,CP,NSA,Q
SMBL,87plus88C,RW,IM,OTS,CP,NSA,Q
SMFL,87plus88K,RW,IM,OTS,CP,NSA,Q
SMHL,04plus08,RW,IM,OTS,CP,NSA,Q
LKWT,TminusO,RW,IM,OTS,CP,NSA,Q
SIWZ,57plus58,RW,IM,OTS,CP,NSA,Q
SFQZ,7plus8C,RW,IM,OTS,CP,NSA,Q
SFWJ,7plus8I,RW,IM,OTS,CP,NSA,Q
SGBU,7plus8K,RW,IM,OTS,CP,NSA,Q
SNAG,87plus88,RW,IM,OTS,CP,NSA,Q
SMDL,87plus88I,RW,IM,OTS,CP,NSA,Q
SDRN,0plus1,RW,IM,OTS,CP,NSA,Q
SJUX,68minusS,RW,IM,OTS,CP,NSA,Q
SDFJ,TminusE,RW,IM,OTS,CP,NSA,Q
SHEE,TminusOE,RW,IM,OTS,CP,NSA,Q
SEZP,6minusPS,RW,IM,OTS,CP,NSA,Q
SMRR,71minus77,RW,IM,OTS,CP,NSA,Q
SIYZ,56plus59,RW,IM,OTS,CP,NSA,Q
SGHN,792and3,RW,IM,OTS,CP,NSA,Q
SGOK,5minus8,RW,IM,OTS,CVM,NSA,Q
SEVH,5plus6,RW,IM,OTS,CVM,NSA,Q
SFMI,7plus8,RW,IM,OTS,CVM,NSA,Q
SDXM,2plus4,RW,IM,OTS,CVM,NSA,Q
SMYH,84plus85,RW,IM,OTS,CVM,NSA,Q
SMBN,87plus88C,RW,IM,OTS,CVM,NSA,Q
SMFN,87plus88K,RW,IM,OTS,CVM,NSA,Q
SMHN,04plus08,RW,IM,OTS,CVM,NSA,Q
LKWW,TminusO,RW,IM,OTS,CVM,NSA,Q
SIXB,57plus58,RW,IM,OTS,CVM,NSA,Q
SFRA,7plus8C,RW,IM,OTS,CVM,NSA,Q
SFWK,7plus8I,RW,IM,OTS,CVM,NSA,Q
SGBV,7plus8K,RW,IM,OTS,CVM,NSA,Q
SNAI,87plus88,RW,IM,OTS,CVM,NSA,Q
SMDN,87plus88I,RW,IM,OTS,CVM,NSA,Q
SDRO,0plus1,RW,IM,OTS,CVM,NSA,Q
SJUZ,68minusS,RW,IM,OTS,CVM,NSA,Q
SDFM,TminusE,RW,IM,OTS,CVM,NSA,Q
SHEH,TminusOE,RW,IM,OTS,CVM,NSA,Q
SEZQ,6minusPS,RW,IM,OTS,CVM,NSA,Q
SIZB,56plus59,RW,IM,OTS,CVM,NSA,Q
SGHO,792and3,RW,IM,OTS,CVM,NSA,Q
SGOJ,5minus8,RW,IM,OTS,KQ,NSA,Q
SEVG,5plus6,RW,IM,OTS,KQ,NSA,Q
SFMH,7plus8,RW,IM,OTS,KQ,NSA,Q
SDXN,2plus4,RW,IM,OTS,KQ,NSA,Q
SMYG,84plus85,RW,IM,OTS,KQ,NSA,Q
SMBM,87plus88C,RW,IM,OTS,KQ,NSA,Q
SMFM,87plus88K,RW,IM,OTS,KQ,NSA,Q
SMHM,04plus08,RW,IM,OTS,KQ,NSA,Q
LKWV,TminusO,RW,IM,OTS,KQ,NSA,Q
SMOU,71minus77,RW,IM,OTS,KQ,NSA,Q
SGHP,792and3,RW,IM,OTS,KQ,NSA,Q
SIXA,57plus58,RW,IM,OTS,KQ,NSA,Q
SFRB,7plus8C,RW,IM,OTS,KQ,NSA,Q
SFWL,7plus8I,RW,IM,OTS,KQ,NSA,Q
SGBW,7plus8K,RW,IM,OTS,KQ,NSA,Q
SNAH,87plus88,RW,IM,OTS,KQ,NSA,Q
SMDM,87plus88I,RW,IM,OTS,KQ,NSA,Q
SDRP,0plus1,RW,IM,OTS,KQ,NSA,Q
SJUY,68minusS,RW,IM,OTS,KQ,NSA,Q
SDFL,TminusE,RW,IM,OTS,KQ,NSA,Q
SHEG,TminusOE,RW,IM,OTS,KQ,NSA,Q
SEZR,6minusPS,RW,IM,OTS,KQ,NSA,Q
SIZA,56plus59,RW,IM,OTS,KQ,NSA,Q
SIWP,57plus58,RW,IM,BOP,CP,NSA,Q
SGNW,5minus8,RW,IM,BOP,CP,NSA,Q
SEUT,5plus6,RW,IM,BOP,CP,NSA,Q
SFLQ,7plus8,RW,IM,BOP,CP,NSA,Q
SDXF,2plus4,RW,IM,BOP,CP,NSA,Q
SMZV,87plus88,RW,IM,BOP,CP,NSA,Q
SMDB,87plus88I,RW,IM,BOP,CP,NSA,Q
SJUN,68minusS,RW,IM,BOP,CP,NSA,Q
LKWI,TminusO,RW,IM,BOP,CP,NSA,Q
SMRH,71minus77,RW,IM,BOP,CP,NSA,Q
SIYP,56plus59,RW,IM,BOP,CP,NSA,Q
SFQT,7plus8C,RW,IM,BOP,CP,NSA,Q
SFWD,7plus8I,RW,IM,BOP,CP,NSA,Q
SGBO,7plus8K,RW,IM,BOP,CP,NSA,Q
SMXV,84plus85,RW,IM,BOP,CP,NSA,Q
SMBB,87plus88C,RW,IM,BOP,CP,NSA,Q
SDRH,0plus1,RW,IM,BOP,CP,NSA,Q
SMFB,87plus88K,RW,IM,BOP,CP,NSA,Q
SMHB,04plus08,RW,IM,BOP,CP,NSA,Q
SDEY,TminusE,RW,IM,BOP,CP,NSA,Q
SHDT,TminusOE,RW,IM,BOP,CP,NSA,Q
SEZJ,6minusPS,RW,IM,BOP,CP,NSA,Q
SGHH,792and3,RW,IM,BOP,CP,NSA,Q
SIWQ,57plus58,RW,IM,BOP,CP,SA,Q
SGNX,5minus8,RW,IM,BOP,CP,SA,Q
SEUU,5plus6,RW,IM,BOP,CP,SA,Q
SFLR,7plus8,RW,IM,BOP,CP,SA,Q
SDXV,2plus4,RW,IM,BOP,CP,SA,Q
SMZW,87plus88,RW,IM,BOP,CP,SA,Q
SMDC,87plus88I,RW,IM,BOP,CP,SA,Q
SJUO,68minusS,RW,IM,BOP,CP,SA,Q
LKWJ,TminusO,RW,IM,BOP,CP,SA,Q
SMRI,71minus77,RW,IM,BOP,CP,SA,Q
SIYQ,56plus59,RW,IM,BOP,CP,SA,Q
SFRJ,7plus8C,RW,IM,BOP,CP,SA,Q
SFWT,7plus8I,RW,IM,BOP,CP,SA,Q
SGCG,7plus8K,RW,IM,BOP,CP,SA,Q
SMXW,84plus85,RW,IM,BOP,CP,SA,Q
SMBC,87plus88C,RW,IM,BOP,CP,SA,Q
SDSA,0plus1,RW,IM,BOP,CP,SA,Q
SMFC,87plus88K,RW,IM,BOP,CP,SA,Q
SMHC,04plus08,RW,IM,BOP,CP,SA,Q
SDEZ,TminusE,RW,IM,BOP,CP,SA,Q
SHDU,TminusOE,RW,IM,BOP,CP,SA,Q
SEZZ,6minusPS,RW,IM,BOP,CP,SA,Q
SGHX,792and3,RW,IM,BOP,CP,SA,Q
SIWS,57plus58,RW,IM,BOP,CVM,NSA,Q
SGNZ,5minus8,RW,IM,BOP,CVM,NSA,Q
SEUW,5plus6,RW,IM,BOP,CVM,NSA,Q
SFLT,7plus8,RW,IM,BOP,CVM,NSA,Q
SDXG,2plus4,RW,IM,BOP,CVM,NSA,Q
SMZZ,87plus88,RW,IM,BOP,CVM,NSA,Q
SMDE,87plus88I,RW,IM,BOP,CVM,NSA,Q
SJUQ,68minusS,RW,IM,BOP,CVM,NSA,Q
LKWL,TminusO,RW,IM,BOP,CVM,NSA,Q
SMRK,71minus77,RW,IM,BOP,CVM,NSA,Q
SIYS,56plus59,RW,IM,BOP,CVM,NSA,Q
SFQU,7plus8C,RW,IM,BOP,CVM,NSA,Q
SFWE,7plus8I,RW,IM,BOP,CVM,NSA,Q
SGBP,7plus8K,RW,IM,BOP,CVM,NSA,Q
SMXY,84plus85,RW,IM,BOP,CVM,NSA,Q
SMBE,87plus88C,RW,IM,BOP,CVM,NSA,Q
SDRI,0plus1,RW,IM,BOP,CVM,NSA,Q
SMFE,87plus88K,RW,IM,BOP,CVM,NSA,Q
SMHE,04plus08,RW,IM,BOP,CVM,NSA,Q
SDFB,TminusE,RW,IM,BOP,CVM,NSA,Q
SHDW,TminusOE,RW,IM,BOP,CVM,NSA,Q
SEZK,6minusPS,RW,IM,BOP,CVM,NSA,Q
SGHI,792and3,RW,IM,BOP,CVM,NSA,Q
SIWT,57plus58,RW,IM,BOP,CVM,SA,Q
SGOA,5minus8,RW,IM,BOP,CVM,SA,Q
SEUX,5plus6,RW,IM,BOP,CVM,SA,Q
SFLU,7plus8,RW,IM,BOP,CVM,SA,Q
SDXZ,2plus4,RW,IM,BOP,CVM,SA,Q
SNAA,87plus88,RW,IM,BOP,CVM,SA,Q
SMDF,87plus88I,RW,IM,BOP,CVM,SA,Q
SJUR,68minusS,RW,IM,BOP,CVM,SA,Q
LKWM,TminusO,RW,IM,BOP,CVM,SA,Q
