cdid,country,direction,basis,unit,adjustment,commodity,decimals
SISL,non-eu,imports,bop,cvm,sa,,0
SISY,eu,exports,bop,cvm,sa,,0
SITL,eu,imports,bop,cvm,sa,,0
SITY,non-eu,exports,bop,cvm,sa,,0
SIUL,non-eu,imports,bop,cvm,sa,,0
SIVG,eu,exports,bop,cvm,sa,,0
SIVT,eu,imports,bop,cvm,sa,,0
SIWG,non-eu,exports,bop,cvm,sa,,0
SIWT,non-eu,imports,bop,cvm,sa,,0
SIXG,eu,exports,bop,cvm,sa,,0
SIXT,eu,imports,bop,cvm,sa,,0
SIYG,non-eu,exports,bop,cvm,sa,,0
SIYT,non-eu,imports,bop,cvm,sa,,0
SIZE,eu,exports,bop,idef,sa,,1
SIZJ,eu,exports,bop,cvm,sa,,0
SIZW,eu,imports,bop,idef,sa,,1
SJAB,eu,imports,bop,cvm,sa,,0
SJAP,non-eu,exports,bop,idef,sa,,1
SJAV,non-eu,exports,bop,cvm,sa,,0
SJBI,non-eu,imports,bop,idef,sa,,1
SJBN,non-eu,imports,bop,cvm,sa,,0
SJCI,eu,exports,bop,cvm,sa,,0
SJCV,eu,imports,bop,cvm,sa,,0
SJDK,non-eu,exports,bop,cvm,sa,,0
SJDY,non-eu,imports,bop,cvm,sa,,0
SJEL,eu,exports,bop,cvm,sa,,0
SJEZ,eu,imports,bop,cvm,sa,,0
SJFN,non-eu,exports,bop,cvm,sa,,0
SJGA,non-eu,imports,bop,cvm,sa,,0
SJGO,eu,exports,bop,cvm,sa,,0
SJHB,eu,imports,bop,cvm,sa,,0
SJIA,non-eu,exports,bop,cvm,sa,,0
SJIO,non-eu,imports,bop,cvm,sa,,0
SJJB,eu,exports,bop,cvm,sa,,0
SJJO,eu,imports,bop,cvm,sa,,0
SJKC,non-eu,exports,bop,cvm,sa,,0
SJKP,non-eu,imports,bop,cvm,sa,,0
SJLC,eu,exports,bop,cvm,sa,,0
SJLP,eu,imports,bop,cvm,sa,,0
SJMC,non-eu,exports,bop,cvm,sa,,0
SJMP,non-eu,imports,bop,cvm,sa,,0
SJNC,eu,exports,bop,cvm,sa,,0
SJNP,eu,imports,bop,cvm,sa,,0
SJOC,non-eu,exports,bop,cvm,sa,,0
SJOP,non-eu,imports,bop,cvm,sa,,0
SJPE,eu,exports,bop,cvm,sa,,0
SJPR,eu,imports,bop,cvm,sa,,0
SJQE,non-eu,exports,bop,cvm,sa,,0
SJQR,non-eu,imports,bop,cvm,sa,,0
SJRE,eu,exports,bop,cvm,sa,,0
SJRR,eu,imports,bop,cvm,sa,,0
SJSE,non-eu,exports,bop,cvm,sa,,0
SJSR,non-eu,imports,bop,cvm,sa,,0
SJTE,eu,exports,bop,cvm,sa,,0
SJTR,eu,imports,bop,cvm,sa,,0
SJUE,non-eu,exports,bop,cvm,sa,,0
SJUR,non-eu,imports,bop,cvm,sa,,0
SJVF,eu,exports,bop,cvm,sa,,0
SJVS,eu,imports,bop,cvm,sa,,0
SJWP,non-eu,exports,bop,cvm,sa,,0
SJXD,non-eu,imports,bop,cvm,sa,,0
SJXQ,eu,exports,bop,cvm,sa,,0
SJYK,eu,imports,bop,cvm,sa,,0
SJYX,non-eu,exports,bop,cvm,sa,,0
SJZO,non-eu,imports,bop,cvm,sa,,0
SKAE,eu,exports,bop,cvm,sa,,0
SKAR,eu,imports,bop,cvm,sa,,0
SKBH,non-eu,exports,bop,cvm,sa,,0
SKBU,non-eu,imports,bop,cvm,sa,,0
SKNT,eu,exports,bop,cvm,sa,,0
SKOG,eu,imports,bop,cvm,sa,,0
SKOT,non-eu,exports,bop,cvm,sa,,0
SKPG,non-eu,imports,bop,cvm,sa,,0
SKPT,eu,exports,bop,cvm,sa,,0
SKQG,eu,imports,bop,cvm,sa,,0
SKQT,non-eu,exports,bop,cvm,sa,,0
SKRG,non-eu,imports,bop,cvm,sa,,0
SKRT,eu,exports,bop,cvm,sa,,0
SKSG,eu,imports,bop,cvm,sa,,0
SKST,non-eu,exports,bop,cvm,sa,,0
SKTG,non-eu,imports,bop,cvm,sa,,0
SKTY,eu,exports,bop,idef,sa,,1
SKUB,eu,exports,bop,cp,sa,,0
SKUF,eu,exports,bop,cvm,sa,,0
SKVJ,eu,imports,bop,idef,sa,,1
SKVM,eu,imports,bop,cp,sa,,0
SKVQ,eu,imports,bop,cvm,sa,,0
SKWQ,non-eu,exports,bop,idef,sa,,1
SKWT,non-eu,exports,bop,cp,sa,,0
SKWX,non-eu,exports,bop,cvm,sa,,0
SKYG,non-eu,imports,bop,idef,sa,,1
SKYJ,non-eu,imports,bop,cp,sa,,0
SKYN,non-eu,imports,bop,cvm,sa,,0
SKZI,eu,exports,bop,cvm,sa,,0
SKZV,eu,imports,bop,cvm,sa,,0
SLAI,non-eu,exports,bop,cvm,sa,,0
SLAV,non-eu,imports,bop,cvm,sa,,0
SLBF,eu,exports,bop,cp,sa,,0
SLBI,eu,exports,bop,cvm,sa,,0
SLBS,eu,imports,bop,cp,sa,,0
SLBV,eu,imports,bop,cvm,sa,,0
SLCF,non-eu,exports,bop,cp,sa,,0
SLCI,non-eu,exports,bop,cvm,sa,,0
SLCS,non-eu,imports,bop,cp,sa,,0
SLCV,non-eu,imports,bop,cvm,sa,,0
SLDI,eu,exports,bop,cvm,sa,,0
SLDV,eu,imports,bop,cvm,sa,,0
SLEI,non-eu,exports,bop,cvm,sa,,0
SLEV,non-eu,imports,bop,cvm,sa,,0
SLFI,eu,exports,bop,cvm,sa,,0
SLFV,eu,imports,bop,cvm,sa,,0
SLGI,non-eu,exports,bop,cvm,sa,,0
SLGV,non-eu,imports,bop,cvm,sa,,0
SLHI,eu,exports,bop,cvm,sa,,0
SLHV,eu,imports,bop,cvm,sa,,0
SLII,non-eu,exports,bop,cvm,sa,,0
SLIV,non-eu,imports,bop,cvm,sa,,0
SLJO,eu,exports,bop,cvm,sa,,0
SLKB,eu,imports,bop,cvm,sa,,0
SLKP,non-eu,exports,bop,cvm,sa,,0
SLLC,non-eu,imports,bop,cvm,sa,,0
SLLP,eu,exports,bop,cvm,sa,,0
SLMD,eu,imports,bop,cvm,sa,,0
SLMQ,non-eu,exports,bop,cvm,sa,,0
SLNG,non-eu,imports,bop,cvm,sa,,0
SLNZ,eu,exports,bop,cvm,sa,,0
SLPM,eu,imports,bop,cvm,sa,,0
SLQA,non-eu,exports,bop,cvm,sa,,0
SLQN,non-eu,imports,bop,cvm,sa,,0
SLRH,eu,exports,bop,cvm,sa,,0
SLRU,eu,imports,bop,cvm,sa,,0
SLSN,non-eu,exports,bop,cvm,sa,,0
SLTB,non-eu,imports,bop,cvm,sa,,0
SLTO,eu,exports,bop,cvm,sa,,0
SLUE,eu,imports,bop,cvm,sa,,0
SLUR,non-eu,exports,bop,cvm,sa,,0
SLVE,non-eu,imports,bop,cvm,sa,,0
SLVS,eu,exports,bop,cvm,sa,,0
SLWF,eu,imports,bop,cvm,sa,,0
SLWS,non-eu,exports,bop,cvm,sa,,0
SLXF,non-eu,imports,bop,cvm,sa,,0
SLXS,eu,exports,bop,cvm,sa,,0
SLYF,eu,imports,bop,cvm,sa,,0
SLYS,non-eu,exports,bop,cvm,sa,,0
SLZF,non-eu,imports,bop,cvm,sa,,0
SLZS,eu,exports,bop,cvm,sa,,0
SMAF,eu,imports,bop,cvm,sa,,0
SMAS,non-eu,exports,bop,cvm,sa,,0
SMBF,non-eu,imports,bop,cvm,sa,,0
SMBS,eu,exports,bop,cvm,sa,,0
SMCF,eu,imports,bop,cvm,sa,,0
SMCS,non-eu,exports,bop,cvm,sa,,0
SMDF,non-eu,imports,bop,cvm,sa,,0
SMDS,eu,exports,bop,cvm,sa,,0
SMEF,eu,imports,bop,cvm,sa,,0
SMES,non-eu,exports,bop,cvm,sa,,0
SMFF,non-eu,imports,bop,cvm,sa,,0
SMFS,eu,exports,bop,cvm,sa,,0
SMGF,eu,imports,bop,cvm,sa,,0
SMGS,non-eu,exports,bop,cvm,sa,,0
SMHF,non-eu,imports,bop,cvm,sa,,0
SMIQ,eu,exports,bop,cp,sa,,0
SMIT,eu,exports,bop,cvm,sa,,0
SMJD,eu,imports,bop,cp,sa,,0
SMJG,eu,imports,bop,cvm,sa,,0
SMJR,non-eu,exports,bop,cp,sa,,0
SMJU,non-eu,exports,bop,cvm,sa,,0
SMKE,non-eu,imports,bop,cp,sa,,0
SMKH,non-eu,imports,bop,cvm,sa,,0
SMLW,eu,exports,bop,cp,sa,,0
SMLZ,eu,exports,bop,cvm,sa,,0
SMMJ,eu,imports,bop,cp,sa,,0
SMMM,eu,imports,bop,cvm,sa,,0
SMMZ,non-eu,exports,bop,cp,sa,,0
SMNC,non-eu,exports,bop,cvm,sa,,0
SMNM,non-eu,imports,bop,cp,sa,,0
SMNP,non-eu,imports,bop,cvm,sa,,0
SMPY,eu,exports,bop,cvm,sa,,0
SMQL,eu,imports,bop,cvm,sa,,0
SMQY,non-eu,exports,bop,cvm,sa,,0
SMRL,non-eu,imports,bop,cvm,sa,,0
SMRV,eu-2004,ex,bop,cp,sa,,0
SMRY,eu,exports,bop,cvm,sa,,0
SMSI,eu-2004,im,bop,cp,sa,,0
SMSL,eu,imports,bop,cvm,sa,,0
SMSV,non-eu-2004,ex,bop,cp,sa,,0
SMSY,non-eu,exports,bop,cvm,sa,,0
SMTI,non-eu-2004,im,bop,cp,sa,,0
SMTL,non-eu,imports,bop,cvm,sa,,0
SMUJ,eu,exports,bop,cp,sa,,0
SMUM,eu,exports,bop,cvm,sa,,0
SMUW,eu,imports,bop,cp,sa,,0
SMUZ,eu,imports,bop,cvm,sa,,0
SMVJ,non-eu,exports,bop,cp,sa,,0
SMVM,non-eu,exports,bop,cvm,sa,,0
SMVW,non-eu,imports,bop,cp,sa,,0
SMVZ,non-eu,imports,bop,cvm,sa,,0
SMWM,eu,exports,bop,cvm,sa,,0
SMWZ,eu,imports,bop,cvm,sa,,0
SMXM,non-eu,exports,bop,cvm,sa,,0
SMXZ,non-eu,imports,bop,cvm,sa,,0
SMYM,eu,exports,bop,cvm,sa,,0
SMYZ,eu,imports,bop,cvm,sa,,0
SMZM,non-eu,exports,bop,cvm,sa,,0
SNAA,non-eu,imports,bop,cvm,sa,,0
WMCX,bulgaria,balance,bop,cp,sa,,0
WMDB,romania,exports,bop,cp,sa,,0
WMDC,romania,imports,bop,cp,sa,,0
WMDG,romania,balance,bop,cp,sa,,0
WYUF,bulgaria,exports,bop,cp,sa,,0
WYUT,bulgaria,imports,bop,cp,sa,,0
